title,height,length,art_type,medium_text,date_text,age,house,sale_date,price,author,performance,source,country
Venus Negra,69.7,53.3,Print,Color lithograph,1969.0,70.0,Swan,1969-12-31 18:00:44.629,1500.0,rufino tamayo,-0.4,artsy,mexico
Torso de Joven,69.3,54.0,Print,Color lithograph,1969.0,70.0,Swan,1969-12-31 18:00:44.629,1875.0,rufino tamayo,-0.25,artsy,mexico
Mujer en Lila,69.3,54.0,Print,Color lithograph,1969.0,70.0,Swan,1969-12-31 18:00:44.629,2125.0,rufino tamayo,-0.15,artsy,mexico
Mujer con Medias Malva,69.0,54.0,Print,Color lithograph,1969.0,70.0,Swan,1969-12-31 18:00:44.629,1875.0,rufino tamayo,-0.06,artsy,mexico
Mujer con Mallas Rose,68.5,52.5,Print,Color lithograph,1969.0,70.0,Swan,1969-12-31 18:00:44.629,1750.0,rufino tamayo,-0.3,artsy,mexico
Mujer en Rojo,69.3,54.0,Print,Color lithograph,1969.0,70.0,Swan,1969-12-31 18:00:44.629,2000.0,rufino tamayo,-0.2,artsy,mexico
Afiche (Mujer),84.5,61.5,Print,Color lithograph,1969.0,70.0,Swan,1969-12-31 18:00:44.629,1875.0,rufino tamayo,-0.37,artsy,mexico
Dos Caras,56.0,76.0,Print,Color lithograph,1973.0,74.0,Swan,1969-12-31 18:00:44.629,4500.0,rufino tamayo,0.5,artsy,mexico
From Los Signos Existen,70.0,49.5,Print,4 color lithographs,1974.0,75.0,Swan,1969-12-31 18:00:44.629,4420.0,rufino tamayo,-0.12,artsy,mexico
Torso (Pereda 245),84.0,65.0,Print,"Mixografía® print in colors, on handmade paper",1978.0,79.0,Sotheby's,1969-12-31 18:00:44.532,4032.0,rufino tamayo,0.01,artsy,mexico
Pájaros liberados,80.6,100.6,Painting,oil and sand on canvas,1956.0,57.0,Sotheby's,1969-12-31 18:00:44.516,441000.0,rufino tamayo,0.1,artsy,mexico
Figura en rojo y negro,40.6,65.2,Painting,oil and sand on canvas,1971.0,72.0,Sotheby's,1969-12-31 18:00:44.516,138600.0,rufino tamayo,-0.31,artsy,mexico
Retrato de la señora Mercedes Ballesteros de Antuñano,99.7,81.0,Painting,"charcoal, oil and sanguine on gessoed Masonite",1961.0,62.0,Sotheby's,1969-12-31 18:00:44.516,22680.0,rufino tamayo,-0.35,artsy,mexico
"Femme Souriante, from Mujeres (Pereda 123)",54.0,69.9,Print,"Lithograph in colors, on Japan paper",1969.0,70.0,Bonham,1969-12-31 18:00:44.466,2550.0,rufino tamayo,1.04,artsy,mexico
Dos Caras (Pereda 155),55.9,76.5,Print,"Lithograph in colors, on Rives paper",1973.0,74.0,Bonham,1969-12-31 18:00:44.466,7650.0,rufino tamayo,1.55,artsy,mexico
