title,height,length,art_type,medium_text,date_text,age,house,sale_date,price,author,performance,source,country
Mujer sentada,29.2,39.4,,,1981.0,48.0,Christie's,1969-12-31 18:00:42.878,10000.0,felipe castaneda,-0.2,artsy,mexico
BENDING WOMAN,26,18,,,,,Sotheby's,1969-12-31 18:00:42.696,8125.0,felipe castaneda,-0.1,artsy,mexico
"La tarda, 1982",74.9,61.6,Sculpture,bronze with brownish green patina,1981.0,48.0,Bonham,1969-12-31 18:00:42.673,6875.0,felipe castaneda,-0.31,artsy,mexico
YUCATECA SENTADA,25.7,35,,,,,Sotheby's,1969-12-31 18:00:40.457,11250.0,felipe castaneda,0.61,artsy,mexico
Still Life with Green Soup,139.7,179.1,Painting,oil on canvas,1972.0,40.0,Christie's,1969-12-31 18:00:44.834,504000.0,fernando botero,0.26,artsy,colombia
Woman,51.0,36.0,Work on Paper,graphite on paper,1987.0,55.0,Christie's,1969-12-31 18:00:44.834,47880.0,fernando botero,0.92,artsy,colombia
Niño,130.0,99.0,Painting,sanguine and charcoal on canvas,1993.0,61.0,Christie's,1969-12-31 18:00:44.834,415800.0,fernando botero,0.39,artsy,colombia
Seated Woman,44.0,33.0,Work on Paper,graphite on paper,1985.0,53.0,Christie's,1969-12-31 18:00:44.834,44100.0,fernando botero,0.76,artsy,colombia
"Cebollas españolas, #2",87.0,92.0,Painting,oil on canvas,1969.0,37.0,Christie's,1969-12-31 18:00:44.834,352800.0,fernando botero,0.41,artsy,colombia
Natura morta,35.2,43.4,Work on Paper,pencil and gouache on paper,1977.0,45.0,Bonham,1969-12-31 18:00:44.721,30061.22,fernando botero,0.3,artsy,colombia
Familia Protestante,210.0,175.0,Painting,oil on canvas,1969.0,37.0,Sotheby's,1969-12-31 18:00:44.700,1071000.0,fernando botero,0.34,artsy,colombia
The Bedroom,57.2,40.0,Painting,oil on canvas,1997.0,65.0,Sotheby's,1969-12-31 18:00:44.700,352800.0,fernando botero,0.76,artsy,colombia
Desnudo,124.8,103.2,Painting,charcoal and pastel on canvas,1994.0,62.0,Sotheby's,1969-12-31 18:00:44.700,277200.0,fernando botero,0.11,artsy,colombia
Mujer,50.8,35.9,Work on Paper,pencil on paper,1985.0,53.0,Sotheby's,1969-12-31 18:00:44.700,63000.0,fernando botero,0.57,artsy,colombia
Woman with Parasol and Dog,198.1,109.5,Painting,oil on canvas,1977.0,45.0,Sotheby's,1969-12-31 18:00:44.700,882000.0,fernando botero,0.1,artsy,colombia
A Lawyer,125.7,103.8,Painting,"pastel, charcoal, watercolor and pencil on canvas",1998.0,66.0,Sotheby's,1969-12-31 18:00:44.700,378000.0,fernando botero,0.08,artsy,colombia
La Primera Dama,183.0,165.0,Painting,oil on canvas,1967.0,35.0,Bonham,1969-12-31 18:00:44.699,756375.0,fernando botero,0.08,artsy,colombia
El taller de Vermeer,104.4,106.7,Painting,oil and paper collage on canvas,1964.0,32.0,Sotheby's,1969-12-31 18:00:44.698,403200.0,fernando botero,0.15,artsy,colombia
Nature morte au pichet gris,112.4,148.9,Painting,watercolor on paper mounted on canvas,1980.0,48.0,Sotheby's,1969-12-31 18:00:44.698,226800.0,fernando botero,0.3,artsy,colombia
Still Life with Blue Coffee Pot,82.2,92.1,Painting,watercolour on paper laid on board,2013.0,81.0,Sotheby's,1969-12-31 18:00:44.678,152551.47,fernando botero,0.14,artsy,colombia
The Musicians,123.8,95.3,Painting,charcoal and watercolor on canvas,2013.0,81.0,Sotheby's,1969-12-31 18:00:44.678,240870.74,fernando botero,0.08,artsy,colombia
La Casa de Rosalba Correa,179.2,192.0,Painting,oil on canvas,2001.0,69.0,Bonham,1969-12-31 18:00:44.643,1218549.15,fernando botero,0.23,artsy,colombia
Frente a la catedral,111.8,97.8,Painting,oil on canvas,1994.0,62.0,Christie's,1969-12-31 18:00:44.630,882000.0,fernando botero,0.04,artsy,colombia
Still Life with Fruits,118.1,164.7,Painting,charcoal and chalk on canvas,1998.0,66.0,Christie's,1969-12-31 18:00:44.630,327600.0,fernando botero,-0.06,artsy,colombia
Interior,120.0,91.0,Painting,oil on canvas,1994.0,62.0,Christie's,1969-12-31 18:00:44.630,680400.0,fernando botero,0.13,artsy,colombia
El cuarto de baño,33.7,26.0,Painting,oil on canvas,2000.0,68.0,Christie's,1969-12-31 18:00:44.630,302400.0,fernando botero,0.73,artsy,colombia
A Violinist,124.0,94.0,Painting,oil on canvas,1989.0,57.0,Christie's,1969-12-31 18:00:44.630,756000.0,fernando botero,0.51,artsy,colombia
Girasoles,72.4,54.3,Work on Paper,watercolor on paper,1957.0,25.0,Christie's,1969-12-31 18:00:44.630,56700.0,fernando botero,-0.05,artsy,colombia
Bishop in the Forest,95.3,116.0,Painting,oil on canvas,1967.0,35.0,Christie's,1969-12-31 18:00:44.630,529200.0,fernando botero,0.51,artsy,colombia
L'Atelier de Sánchez Cotán,130.4,146.1,Painting,oil and collage on canvas,1963.0,31.0,Christie's,1969-12-31 18:00:44.630,352800.0,fernando botero,0.01,artsy,colombia
Basket of Fruit,100.3,131.0,Painting,watercolor and pencil on canvas,1993.0,61.0,Christie's,1969-12-31 18:00:44.630,277200.0,fernando botero,0.46,artsy,colombia
To Amnesty International,57.5,40.3,Print,Color offset lithograph,1976.0,44.0,Swan,1969-12-31 18:00:44.629,3750.0,fernando botero,0.5,artsy,colombia
Femme assise,43.2,34.9,Work on Paper,pencil and charcoal on paper,1981.0,49.0,Sotheby's,1969-12-31 18:00:44.538,23940.0,fernando botero,0.2,artsy,colombia
Seated Man,43.8,35.6,Work on Paper,bistre and pen and ink on paper,1980.0,48.0,Sotheby's,1969-12-31 18:00:44.538,27720.0,fernando botero,0.11,artsy,colombia
Niña con flor,201.93,175.9,Painting,oil on canvas,1999.0,67.0,Sotheby's,1969-12-31 18:00:44.518,728000.0,fernando botero,0.04,artsy,colombia
El secuestro,41.6,197.5,Painting,oil on canvas,1966.0,34.0,Sotheby's,1969-12-31 18:00:44.516,504000.0,fernando botero,0.01,artsy,colombia
Variaciones sobre Cézanne,126.4,149.2,Painting,oil on canvas,1963.0,31.0,Sotheby's,1969-12-31 18:00:44.516,867000.0,fernando botero,2.47,artsy,colombia
Bowl of Fruits,34.0,43.2,Work on Paper,graphite on paper,1975.0,43.0,Sotheby's,1969-12-31 18:00:44.516,35280.0,fernando botero,0.01,artsy,colombia
Still Life,63.5,66.7,Painting,oil on canvas,1963.0,31.0,Sotheby's,1969-12-31 18:00:44.516,214200.0,fernando botero,1.14,artsy,colombia
Niña,128.9,90.8,Painting,"charcoal, graphite and crayon on board",1959.0,27.0,Sotheby's,1969-12-31 18:00:44.516,138600.0,fernando botero,0.11,artsy,colombia
Femme à la guitare,130.0,183.0,Painting,oil on canvas,1988.0,56.0,Christie's,1969-12-31 18:00:44.481,1060818.33,fernando botero,0.53,artsy,colombia
Mujer regando,43.8,35.6,Work on Paper,pencil on paper,1980.0,48.0,Sotheby's,1969-12-31 18:00:44.462,0.0,fernando botero,0.18,artsy,colombia
Mujer recostada,27.3,35.6,Work on Paper,pencil on paper,1965.0,33.0,Sotheby's,1969-12-31 18:00:44.462,0.0,fernando botero,-0.2,artsy,colombia
Mme. Cézanne,40.0,32.4,Work on Paper,Pencil on paper,1969.0,37.0,Sotheby's,1969-12-31 18:00:44.455,25200.0,fernando botero,-0.16,artsy,colombia
Sans titre,35.0,42.0,Work on Paper,pastel and watercolour on paper,1976.0,44.0,Christie's,1969-12-31 18:00:44.349,45786.15,fernando botero,-0.06,artsy,colombia
Niña con sombrero,144.8,45.7,Painting,Oil on canvas,1960.0,28.0,Sotheby's,1969-12-31 18:00:44.315,226800.0,fernando botero,0.51,artsy,colombia
Untitled,133.0,94.0,Painting,oil on canvas,2000.0,68.0,Sotheby's,1969-12-31 18:00:44.305,567869.04,fernando botero,0.49,artsy,colombia
Still Life,36.0,47.5,Work on Paper,watercolour on paper,1979.0,47.0,Sotheby's,1969-12-31 18:00:44.292,48799.31,fernando botero,1.02,artsy,colombia
Cat,35.56,23.18,Sculpture,bronze,2005.0,73.0,Sotheby's,1969-12-31 18:00:44.273,245604.46,fernando botero,0.18,artsy,colombia
El Presidente,42.8,35.4,Work on Paper,Pencil on paper,1971.0,39.0,Farsettiart,1969-12-31 18:00:44.176,29067.83,fernando botero,-0.2,artsy,colombia
A Couple,192.41,160.02,Painting,charcoal and chalk on canvas,1973.0,41.0,Sotheby's,1969-12-31 18:00:44.151,390600.0,fernando botero,-0.02,artsy,colombia
The Street,96.5,129.5,Painting,charcoal and watercolor on canvas,2010.0,78.0,Christie's,1969-12-31 18:00:44.147,300000.0,fernando botero,0.2,artsy,colombia
Card Players,188.6,150.5,Painting,oil on canvas,1986.0,54.0,Christie's,1969-12-31 18:00:44.147,2010000.0,fernando botero,0.61,artsy,colombia
Naturaleza muerta con sopa caliente,150,136.2,Painting,oil on canvas,1968.0,36.0,Christie's,1969-12-31 18:00:44.147,400000.0,fernando botero,0.0,artsy,colombia
Still Life with Pineapple,198.1,146.1,Painting,oil on canvas,1988.0,56.0,Christie's,1969-12-31 18:00:44.147,425000.0,fernando botero,-0.15,artsy,colombia
Van der Weyden pintando a su mujer,130.8,147.3,Painting,oil and paper collage on canvas,1962.0,30.0,Sotheby's,1969-12-31 18:00:44.144,403200.0,fernando botero,0.01,artsy,colombia
Poodle,41.3,33.0,Work on Paper,pastel and charcoal on paper,1994.0,62.0,Sotheby's,1969-12-31 18:00:44.144,37800.0,fernando botero,-0.24,artsy,colombia
LOS AMANTES,157.5,190.5,Painting,Oil on canvas,1970.0,38.0,Sotheby's,1969-12-31 18:00:44.131,1109000.0,fernando botero,-0.37,artsy,colombia
WOMAN IN FRONT OF A MIRROR,44.0,35.6,Work on Paper,graphite and chalk on paper,1980.0,48.0,Sotheby's,1969-12-31 18:00:44.105,18900.0,fernando botero,-0.05,artsy,colombia
NATURE MORTE,41.0,29.8,Work on Paper,watercolor on paper,1906.0,-26.0,Sotheby's,1969-12-31 18:00:44.105,35280.0,fernando botero,0.01,artsy,colombia
Snake,43.8,35.6,Work on Paper,"watercolor, graphite, and sanguine on paper",1975.0,43.0,Bonham,1969-12-31 18:00:44.103,8200.0,fernando botero,-0.18,artsy,colombia
PORTRAIT OF A GIRL,43.0,35.0,Work on Paper,graphite on paper,1974.0,42.0,Sotheby's,1969-12-31 18:00:44.098,18900.0,fernando botero,0.08,artsy,colombia
Bather,99.1,132.1,Painting,oil on canvas,2004.0,72.0,Christie's,1969-12-31 18:00:44.041,375000.0,fernando botero,0.07,artsy,colombia
Homenaje a Bonnard,35,43,Work on Paper,pencil on paper,1970.0,38.0,Christie's,1969-12-31 18:00:44.041,20000.0,fernando botero,-0.2,artsy,colombia
Homenaje a Bonnard,35,43,Work on Paper,pencil on paper,1970.0,38.0,Christie's,1969-12-31 18:00:44.041,20000.0,fernando botero,-0.2,artsy,colombia
EL DIBUJANTE,153.0,176.0,Painting,charcoal on canvas,1974.0,42.0,Sotheby's,1969-12-31 18:00:44.011,400000.0,fernando botero,0.14,artsy,colombia
Circus act,112,82.5,Painting,oil on canvas,2007.0,75.0,Christie's,1969-12-31 18:00:44.011,388774.7,fernando botero,0.15,artsy,colombia
YOUNG GIRL,69.9,63.5,Work on Paper,pastel on cardboard,1970.0,38.0,Sotheby's,1969-12-31 18:00:44.011,81250.0,fernando botero,1.03,artsy,colombia
BOY WITH A CIGARETTE,118.1,94.6,Painting,oil on canvas,1968.0,36.0,Sotheby's,1969-12-31 18:00:44.011,400000.0,fernando botero,0.0,artsy,colombia
STILL LIFE WITH GRAPES,90.0,80.0,Work on Paper,gouache and pastel on paper,1968.0,36.0,Sotheby's,1969-12-31 18:00:44.011,97500.0,fernando botero,0.22,artsy,colombia
THE PRESIDENT,210.8,162.6,Painting,oil on canvas,1971.0,39.0,Sotheby's,1969-12-31 18:00:44.011,740000.0,fernando botero,-0.26,artsy,colombia
BOY WITH A CIGARETTE,118.1,94.6,Painting,oil on canvas,1968.0,36.0,Sotheby's,1969-12-31 18:00:44.011,400000.0,fernando botero,0.0,artsy,colombia
Couple under the umbrella,50.0,38.0,Painting,oil on canvas,2004.0,72.0,Dorotheu,1969-12-31 18:00:44.004,251382.0,fernando botero,0.01,artsy,colombia
WOMAN IN RIVER,43.0,36.0,Photography,,1975.0,43.0,Sotheby's,1969-12-31 18:00:44.000,46230.0,fernando botero,0.03,artsy,colombia
Petite fille au chat,35.3,43,Work on Paper,pencil and estompe on tracing paper,1973.0,41.0,Christie's,1969-12-31 18:00:43.984,28033.01,fernando botero,0.0,artsy,colombia
Standing Woman,98.4,121.9,Painting,oil on canvas,2003.0,71.0,Christie's,1969-12-31 18:00:43.962,350000.0,fernando botero,0.0,artsy,colombia
PORTRAIT OF A SCHOOLGIRL,71.0,70.0,Painting,pastel on board,1967.0,35.0,Sotheby's,1969-12-31 18:00:43.954,175000.0,fernando botero,0.75,artsy,colombia
Les Danseurs.,38.3,27.0,Print,Collor offset lithograph,1985.0,53.0,Swan,1969-12-31 18:00:43.894,5500.0,fernando botero,1.2,artsy,colombia
Maison De Raquel Vega,34.1,43.5,Print,Color offset lithograph,1984.0,52.0,Swan,1969-12-31 18:00:43.894,3000.0,fernando botero,-0.4,artsy,colombia
La siesta,35.2,44,Work on Paper,conté crayon on paper laid on board,1979.0,47.0,Christie's,1969-12-31 18:00:43.788,25000.0,fernando botero,-0.09,artsy,colombia
El obispo de Bogotá,94,117.5,Painting,oil on canvas,1971.0,39.0,Christie's,1969-12-31 18:00:43.788,447000.0,fernando botero,0.12,artsy,colombia
Delfina,95.3,125.7,Painting,oil on canvas,1972.0,40.0,Christie's,1969-12-31 18:00:43.788,615000.0,fernando botero,0.23,artsy,colombia
Colombiana comiendo manzana,152.4,121.9,Painting,oil on canvas,1982.0,50.0,Christie's,1969-12-31 18:00:43.788,795000.0,fernando botero,0.33,artsy,colombia
Tablao flamenco,202.6,201.3,Painting,oil on canvas,1984.0,52.0,Christie's,1969-12-31 18:00:43.788,2055000.0,fernando botero,0.17,artsy,colombia
Bodegón con mandolina,76.5,42.8,Painting,oil on canvas laid on board,1957.0,25.0,Christie's,1969-12-31 18:00:43.788,100000.0,fernando botero,0.43,artsy,colombia
La siesta,35.2,44,Work on Paper,conté crayon on paper laid on board,1979.0,47.0,Christie's,1969-12-31 18:00:43.788,25000.0,fernando botero,-0.09,artsy,colombia
MRS. RUBENS #3,182.8,177.8,Painting,oil on canvas,1964.0,32.0,Sotheby's,1969-12-31 18:00:43.784,956000.0,fernando botero,-0.04,artsy,colombia
BODEGÓN,92.0,107.0,Painting,"oil, pastel and charcoal on canvas",1994.0,62.0,Sotheby's,1969-12-31 18:00:43.784,312500.0,fernando botero,-0.11,artsy,colombia
NIÑO MORDIDO POR UN PERRO,117.5,94.6,Painting,oil on canvas,1969.0,37.0,Sotheby's,1969-12-31 18:00:43.784,362500.0,fernando botero,0.04,artsy,colombia
NATURALEZA MUERTA CON CAFETERA,71.1,76.5,Painting,oil on canvas,1962.0,30.0,Sotheby's,1969-12-31 18:00:43.784,106250.0,fernando botero,0.33,artsy,colombia
NIÑO MORDIDO POR UN PERRO,117.5,94.6,Painting,oil on canvas,1969.0,37.0,Sotheby's,1969-12-31 18:00:43.784,362500.0,fernando botero,0.04,artsy,colombia
BODEGÓN,92.0,107.0,Painting,"oil, pastel and charcoal on canvas",1994.0,62.0,Sotheby's,1969-12-31 18:00:43.784,312500.0,fernando botero,-0.11,artsy,colombia
Two Girls,30.6,40,Work on Paper,graphite and colored pencil on paper,2006.0,74.0,Christie's,1969-12-31 18:00:43.755,41756.93,fernando botero,0.25,artsy,colombia
WOMAN AND FLOWER,162.0,152.0,Painting,oil on canvas,2008.0,76.0,Sotheby's,1969-12-31 18:00:43.745,695617.0,fernando botero,0.56,artsy,colombia
SANTO DOMINGO,40.0,32.0,Work on Paper,pencil on paper,1972.0,40.0,Sotheby's,1969-12-31 18:00:43.742,21597.0,fernando botero,-0.3,artsy,colombia
WOMAN ON A BALCONY ,44.0,35.6,Work on Paper,graphite on paper,1979.0,47.0,Sotheby's,1969-12-31 18:00:43.734,68750.0,fernando botero,0.53,artsy,colombia
Desnudo,34.7,28.6,Print,Color offset lithograph,1983.0,51.0,Swan,1969-12-31 18:00:43.727,6750.0,fernando botero,0.35,artsy,colombia
To Amnesty International,80.0,60.0,Print,"Offset lithograph printed in colours, on wove paper",1976.0,44.0,Bonham,1969-12-31 18:00:43.727,1748.0,fernando botero,0.4,artsy,colombia
Still Life with Watermelon,45.4,35.2,Work on Paper,sanguine and watercolour on paper,1985.0,53.0,Christie's,1969-12-31 18:00:43.634,15675.0,fernando botero,0.0,artsy,colombia
Nature Morte aux Fruits,23.8,30.0,Work on Paper,"Watercolor and pencil, on wove paper",1969.0,37.0,Ketterer Kuns,1969-12-31 18:00:43.623,18423.0,fernando botero,0.35,artsy,colombia
JEUNE FEMME ASSISE,40.0,30.5,Work on Paper,works on paper,2004.0,72.0,Sotheby's,1969-12-31 18:00:43.621,35089.0,fernando botero,0.25,artsy,colombia
The Card Players,92,71,Painting,oil on canvas,2011.0,79.0,Christie's,1969-12-31 18:00:43.609,630300.52,fernando botero,0.04,artsy,colombia
Derechazo,127,180.3,Painting,oil on canvas,1984.0,52.0,Christie's,1969-12-31 18:00:43.606,675000.0,fernando botero,0.13,artsy,colombia
Woman with Cigarette,79.4,87.6,Work on Paper,pastel on paper,1969.0,37.0,Christie's,1969-12-31 18:00:43.606,200000.0,fernando botero,0.33,artsy,colombia
The Bathroom,101.6,130.8,Painting,oil on canvas,1995.0,63.0,Christie's,1969-12-31 18:00:43.606,519000.0,fernando botero,0.3,artsy,colombia
Vase with Flowers,150.5,168.9,Painting,oil on canvas,1960.0,28.0,Christie's,1969-12-31 18:00:43.606,275000.0,fernando botero,0.1,artsy,colombia
Carnival M,100.3,126.4,Painting,oil on canvas,2016.0,84.0,Christie's,1969-12-31 18:00:43.606,591000.0,fernando botero,0.48,artsy,colombia
Frutero con uvas,47.9,35.6,Work on Paper,watercolor and gouache on paper,1979.0,47.0,Christie's,1969-12-31 18:00:43.606,40000.0,fernando botero,-0.2,artsy,colombia
Untitled,144.8,124.5,Painting,oil on canvas,1961.0,29.0,Christie's,1969-12-31 18:00:43.606,125000.0,fernando botero,0.56,artsy,colombia
Carnival M,100.3,126.4,Painting,oil on canvas,2016.0,84.0,Christie's,1969-12-31 18:00:43.606,591000.0,fernando botero,0.48,artsy,colombia
Perfil de dama,33,41.9,Work on Paper,graphite on paper,1976.0,44.0,Christie's,1969-12-31 18:00:43.606,40000.0,fernando botero,0.14,artsy,colombia
WHITE PIERROT,136.2,100.3,,paintings,2008.0,76.0,Sotheby's,1969-12-31 18:00:43.601,350000.0,fernando botero,-0.12,artsy,colombia
MADONNA AND CHILD (NUESTRA SEÑORA DEL CARMEN),214.6,177.8,,paintings,1967.0,35.0,Sotheby's,1969-12-31 18:00:43.601,980000.0,fernando botero,0.23,artsy,colombia
STILL LIFE,59.7,78.4,Work on Paper,works on paper,1966.0,34.0,Sotheby's,1969-12-31 18:00:43.601,62500.0,fernando botero,0.25,artsy,colombia
SELF-PORTRAIT AT THE AGE OF FOUR,103.8,83.8,,paintings,1966.0,34.0,Sotheby's,1969-12-31 18:00:43.601,325000.0,fernando botero,-0.07,artsy,colombia
Dessins et Aquarelles: one plate,41.0,33.3,Print,Offset lithograph in colors on wove paper,1984.0,52.0,Bonham,1969-12-31 18:00:43.591,5075.0,fernando botero,0.02,artsy,colombia
Bust of a woman,62.5,48.0,Work on Paper,Lead pencil on paper,1954.0,22.0,Artcuria,1969-12-31 18:00:43.543,8117.0,fernando botero,0.02,artsy,colombia
The Bedroom,134,194,Painting,oil on canvas,1979.0,47.0,Christie's,1969-12-31 18:00:43.523,719381.25,fernando botero,-0.08,artsy,colombia
Sans titre,36,48,Work on Paper,graphite on paper,1988.0,56.0,Christie's,1969-12-31 18:00:43.438,54091.31,fernando botero,0.06,artsy,colombia
Mostly Mozart,144.7,85.7,Print,Offset lithographic poster in colors on wove paper,1984.0,52.0,Bonham,1969-12-31 18:00:43.436,475.0,fernando botero,-0.14,artsy,colombia
Man smoking,39.5,31.0,Painting,oil on canvas,1998.0,66.0,Dorotheu,1969-12-31 18:00:43.431,225307.0,fernando botero,1.33,artsy,colombia
Man smoking,39.5,31.0,Painting,oil on canvas,1998.0,66.0,Dorotheu,1969-12-31 18:00:43.431,225307.0,fernando botero,1.33,artsy,colombia
Still life,36.5,49.5,Painting,oil on canvas,1998.0,66.0,Dorotheu,1969-12-31 18:00:43.431,162898.0,fernando botero,0.15,artsy,colombia
Girl Reading,30.1,36.4,Work on Paper,"graphite, pastel and sanguine on amate paper",2004.0,72.0,Christie's,1969-12-31 18:00:43.423,60000.0,fernando botero,0.2,artsy,colombia
Circus Woman,97.8,165.1,Painting,oil on canvas,2007.0,75.0,Christie's,1969-12-31 18:00:43.423,672500.0,fernando botero,0.12,artsy,colombia
Circus Family,30.5,40.6,Work on Paper,watercolor on paper,2006.0,74.0,Christie's,1969-12-31 18:00:43.423,56250.0,fernando botero,0.13,artsy,colombia
Circus Strongman,30.5,40.6,Work on Paper,watercolor on paper,2006.0,74.0,Christie's,1969-12-31 18:00:43.423,37500.0,fernando botero,0.07,artsy,colombia
Trumpet Player,38.1,43.2,Painting,oil on canvas,2007.0,75.0,Christie's,1969-12-31 18:00:43.423,200000.0,fernando botero,0.14,artsy,colombia
The Maid,29.9,40,Painting,oil on canvas,1999.0,67.0,Christie's,1969-12-31 18:00:43.423,118750.0,fernando botero,-0.21,artsy,colombia
Nudist Family,133.4,99.9,Painting,oil on canvas,2009.0,77.0,Christie's,1969-12-31 18:00:43.423,612500.0,fernando botero,-0.12,artsy,colombia
Circus Woman,97.8,165.1,Painting,oil on canvas,2007.0,75.0,Christie's,1969-12-31 18:00:43.423,672500.0,fernando botero,0.12,artsy,colombia
The Maid,29.9,40,Painting,oil on canvas,1999.0,67.0,Christie's,1969-12-31 18:00:43.423,118750.0,fernando botero,-0.21,artsy,colombia
Circus Strongman,30.5,40.6,Work on Paper,watercolor on paper,2006.0,74.0,Christie's,1969-12-31 18:00:43.423,37500.0,fernando botero,0.07,artsy,colombia
La modella,41,31,Work on Paper,"graphite, colored pencil and sanguine on paper",2003.0,71.0,Christie's,1969-12-31 18:00:43.423,56250.0,fernando botero,-0.06,artsy,colombia
Bodegón,97.8,77.5,Painting,oil on canvas,1957.0,25.0,Christie's,1969-12-31 18:00:43.423,100000.0,fernando botero,-0.2,artsy,colombia
THE RAPE OF EUROPA,38.1,29.2,,,,,Sotheby's,1969-12-31 18:00:43.418,387000.0,fernando botero,0.29,artsy,colombia
STILL LIFE WITH ORANGES,106.4,86.4,Painting,oil on canvas,,,Sotheby's,1969-12-31 18:00:43.418,325000.0,fernando botero,-0.07,artsy,colombia
DOG,44.5,30.5,Print,"Executed in 1976, this work is number 5 from an edition of 6, plus 2 artist's proofs.",,,Sotheby's,1969-12-31 18:00:43.418,106250.0,fernando botero,0.06,artsy,colombia
DOG,68.6,76.2,,incised with the artist's signature and number 1/6 on the left leg,,,Sotheby's,1969-12-31 18:00:43.418,225000.0,fernando botero,0.13,artsy,colombia
FAMILIA EN LA PLAYA,131.4,101,Painting,oil on canvas,,,Sotheby's,1969-12-31 18:00:43.418,519000.0,fernando botero,0.04,artsy,colombia
STILL LIFE WITH ORANGES,106.4,86.4,Painting,oil on canvas,,,Sotheby's,1969-12-31 18:00:43.418,325000.0,fernando botero,-0.07,artsy,colombia
"La Toilette, from Botero",34.9,28.5,Print,"offset lithograph in colors, on wove paper",1983.0,51.0,Christie's,1969-12-31 18:00:43.409,6000.0,fernando botero,0.2,artsy,colombia
"Family Group, from Botero",33.3,27.6,Print,"offset lithograph in colors, on wove paper",1983.0,51.0,Christie's,1969-12-31 18:00:43.409,8750.0,fernando botero,1.19,artsy,colombia
Femme au collier et aigrette,31,41.2,Work on Paper,"coloured crayon, pencil and estompe on paper",2008.0,76.0,Christie's,1969-12-31 18:00:43.390,28763.21,fernando botero,0.0,artsy,colombia
Deux hommes,28,38,Work on Paper,pencil and coloured crayon on paper,2002.0,70.0,Christie's,1969-12-31 18:00:43.390,31639.53,fernando botero,-0.08,artsy,colombia
"ANITA, 1971",58.4,65.4,Painting,"graphite on vellum; signed, titled and dated '71'",,,Sotheby's,1969-12-31 18:00:43.370,35000.0,fernando botero,0.17,artsy,colombia
STILL LIFE WITH ORANGES,56.5,75.5,Work on Paper,works on paper,1979.0,47.0,Sotheby's,1969-12-31 18:00:43.367,56250.0,fernando botero,-0.06,artsy,colombia
STILL LIFE WITH ORANGES,75.5,56.5,Print,"Executed in 1979, this work is accompanied by a certificate of authenticity signed by the artist and dated 88 .",,,Sotheby's,1969-12-31 18:00:43.367,56250.0,fernando botero,-0.06,artsy,colombia
"Mujer Desnuda, Desde Atrás",36.5,28.0,Print,Color offset lithograph,1983.0,51.0,Swan,1969-12-31 18:00:43.362,2750.0,fernando botero,-0.31,artsy,colombia
Desnudo,34.7,28.6,Print,Color offset lithograph,1983.0,51.0,Swan,1969-12-31 18:00:43.362,4000.0,fernando botero,0.0,artsy,colombia
Dancers,100,144,Painting,oil on canvas,2010.0,78.0,Christie's,1969-12-31 18:00:43.245,965554.3,fernando botero,0.12,artsy,colombia
Los ricos,158.8,193,Painting,oil on canvas,1967.0,35.0,Christie's,1969-12-31 18:00:43.242,864500.0,fernando botero,-0.14,artsy,colombia
Crucifixion,40,55,Work on Paper,graphite on Amate paper,1991.0,59.0,Christie's,1969-12-31 18:00:43.242,93750.0,fernando botero,2.41,artsy,colombia
El niño Jesús,77,100,Painting,oil on canvas,1966.0,34.0,Christie's,1969-12-31 18:00:43.242,468500.0,fernando botero,0.56,artsy,colombia
Untitled (Female Skeleton),105.7,177.1,Work on Paper,pastel and watercolor on paper laid down on canvas,1980.0,48.0,Christie's,1969-12-31 18:00:43.242,175000.0,fernando botero,0.17,artsy,colombia
Amarillo,50.4,40.2,Painting,oil on canvas,1956.0,24.0,Christie's,1969-12-31 18:00:43.242,75000.0,fernando botero,0.25,artsy,colombia
NATURALEZA MUERTA CON CAFETERA Y FRUTERO,194.5,160,Painting,"charcoal, sanguine and chalk on canvas",,,Sotheby's,1969-12-31 18:00:43.236,483000.0,fernando botero,-0.12,artsy,colombia
RECLINING FIGURE (LA FRANCE),133.4,40.6,,incised with the artist's signature and number 1/6 on the base,,,Sotheby's,1969-12-31 18:00:43.236,399000.0,fernando botero,0.0,artsy,colombia
GIRL,167.6,172.2,Painting,oil on canvas,,,Sotheby's,1969-12-31 18:00:43.236,399000.0,fernando botero,0.6,artsy,colombia
Yellow Niña,174.9,184.2,Painting,oil on canvas,,,Phillip,1969-12-31 18:00:43.236,555000.0,fernando botero,0.11,artsy,colombia
NIÑA,20.3,26,Painting,oil on canvas,,,Sotheby's,1969-12-31 18:00:43.236,187500.0,fernando botero,2.75,artsy,colombia
UNTITLED,79,108.5,Painting,oil on canvas,,,Sotheby's,1969-12-31 18:00:43.236,175000.0,fernando botero,0.4,artsy,colombia
NATURALEZA MUERTA CON CAFETERA Y FRUTERO,194.5,160,Painting,"charcoal, sanguine and chalk on canvas",,,Sotheby's,1969-12-31 18:00:43.236,483000.0,fernando botero,-0.12,artsy,colombia
Due cavalli in riva al mare (Horses on the beach),50.0,60.0,Painting,painted terracotta,1954.0,22.0,Dorotheu,1969-12-31 18:00:43.234,191015.0,fernando botero,1.31,artsy,colombia
L’Odalisque,52.0,42.0,Painting,oil on canvas,1998.0,66.0,Dorotheu,1969-12-31 18:00:43.234,465009.0,fernando botero,1.46,artsy,colombia
Oranges,106.7,125.1,Painting,oil on canvas,1973.0,41.0,Christie's,1969-12-31 18:00:43.230,1872500.0,fernando botero,4.35,artsy,colombia
