,title,height,length,art_type,medium_text,date_text,age,house,fecha,price,author,performance,source,country
9174,dos cuadraditos,10.75,10.75,2016 larsen art auction," lacquered acrylic, enameled steel and wood ",1974,48,larsen gallery,2016-10-22,11846.0, jesus-rafael soto,1.1294113160416257,mutual art,-
9175,el peinado (b.45),19.0,24.25,2016 larsen art auction, lithograph ,1978,44,larsen gallery,2016-10-22,1185.0, francisco zuñiga,0.6399870382372003,mutual art,-
9176,tiratura 45,25.0,6.75,2016 larsen art auction, painted wood ,1966,56,larsen gallery,2016-10-22,8144.0, jesus-rafael soto,0.6599996758351298,mutual art,-
9177,hombre con los brazos en alto (from dos figuras),22.5,30.0,2016 larsen art auction, mixografia ,1976,46,larsen gallery,2016-10-22,2073.0, rufino tamayo,1.119995677778378,mutual art,-
9179,untitled,19.5,25.5,2016 larsen art auction, pencil on paper ,1970,52,larsen gallery,2016-10-22,3332.0, francisco zuñiga,0.9000054021932905,mutual art,-
9184,pasar al lado,127.0,149.0,contemporary art , acrylic on canvas ,2007,15,cornette de saint cyr,2016-10-25,23364.0, antonio seguí,0.8694001942419541,mutual art,-
9186,[untitled],12.25,12.25,evening & day editions," two-sided multiple, comprised of screenprinted plexiglas and wood ",1964,58,phillips,2016-10-26,15425.0, jesus-rafael soto,1.5625,mutual art,-
9189,torso en rosa,30.0,22.0,international fine art auction, etching ,1980,42,barridoff galleries,2016-10-28,1728.0, rufino tamayo,0.9333477368477909,mutual art,-
9191,landscape in tegernsee,4.75,7.0,impressionist & modern art, oil on board ,1921,101,doyle new york,2016-11-01,9255.0, emilio pettoruti,1.25,mutual art,-
9192,sapos (egg),5.5,5.0,post-war & contemporary art, watercolor and ink on ostrich egg ,1975,47,doyle new york,2016-11-01,9255.0, francisco toledo,1.25,mutual art,-
9195,desnudo reclinado,11.0,15.375,post-war & contemporary art, bronze ,1978,44,doyle new york,2016-11-01,21595.0, francisco zuñiga,1.1666666666666667,mutual art,-
9196,joven descansando (young woman resting),19.75,25.5,post-war & contemporary art, crayon on white paper ,1976,46,doyle new york,2016-11-01,4627.0, francisco zuñiga,0.6249999999999999,mutual art,-
9197,pescado cabeza grande (benda iquengola),39.375,51.125,post-war & contemporary art, oil and sand on canvas ,1975,47,doyle new york,2016-11-01,77124.0, francisco toledo,0.41666666666666674,mutual art,-
9198,mujer sentada con rebozo (seated woman with shawl),24.125,21.625,post-war & contemporary art, black mexican marble ,1974,48,doyle new york,2016-11-01,42418.0, francisco zuñiga,1.1458331926411458,mutual art,-
9199,desnudo,11.0,11.25,post-war & contemporary art, bronze ,1974,48,doyle new york,2016-11-01,10026.0, francisco zuñiga,1.3541694805370217,mutual art,-
9201,mujer con rebozo,27.625,19.75,post-war & contemporary art, charcoal on paper ,1977,45,doyle new york,2016-11-01,4627.0, francisco zuñiga,0.9375031658713998,mutual art,-
9202,maternity,19.625,25.5,post-war & contemporary art, watercolor with red and black chalk on paper ,1969,53,doyle new york,2016-11-01,8484.0, francisco zuñiga,1.718748417288778,mutual art,-
9203,desnudo sentado,27.5,19.75,post-war & contemporary art, crayon on beige paper ,1977,45,doyle new york,2016-11-01,2468.0, francisco zuñiga,0.5,mutual art,-
9204,pisando camarones,12.5,9.25,post-war & contemporary art, gouache and pencil on paper ,1973,49,doyle new york,2016-11-01,8484.0, francisco toledo,0.5500001620698262,mutual art,-
9205,la penitenciaria,3.875,3.25,old master through modern prints featuring camille pissarro: impressionist icon, woodcut ,1930,92,swann auction galleries,2016-11-03,1524.0, david alfaro siqueiros,0.8233387358184765,mutual art,-
9206,perro aullando,22.375,29.875,old master through modern prints featuring camille pissarro: impressionist icon, color lithograph ,1960,62,swann auction galleries,2016-11-03,4813.0, rufino tamayo,0.9750020257677661,mutual art,-
9207,dos personajes,24.5,35.0,old master through modern prints featuring camille pissarro: impressionist icon, color lithograph ,1972,50,swann auction galleries,2016-11-03,4319.0, rufino tamayo,1.1666666666666667,mutual art,-
9208,fruits of labor,16.5,11.75,old master through modern prints featuring camille pissarro: impressionist icon, lithograph ,1932,90,swann auction galleries,2016-11-03,37020.0, diego rivera,1.7142857142857142,mutual art,-
9209,sandía #1,20.875,27.5,old master through modern prints featuring camille pissarro: impressionist icon, color lithograph ,1969,53,swann auction galleries,2016-11-03,4319.0, rufino tamayo,0.875,mutual art,-
9210,cabeza en violeta,30.0,22.0,old master through modern prints featuring camille pissarro: impressionist icon, color aquatint ,1976,46,swann auction galleries,2016-11-03,2622.0, rufino tamayo,0.8500016209031673,mutual art,-
9211,zapata,20.25,15.25,old master through modern prints featuring camille pissarro: impressionist icon, lithograph ,1930,92,swann auction galleries,2016-11-03,4010.0, david alfaro siqueiros,0.8125056986839838,mutual art,-
9212,cabeza con pájaros,12.0,9.0,old master through modern prints featuring camille pissarro: impressionist icon, color lithograph ,1958,64,swann auction galleries,2016-11-03,1080.0, rufino tamayo,0.5833423355298694,mutual art,-
9213,mujer con sandía,21.5,16.75,old master through modern prints featuring camille pissarro: impressionist icon, color lithograph ,1950,72,swann auction galleries,2016-11-03,1851.0, rufino tamayo,0.6,mutual art,-
9214,le personnage,30.0,22.0,old master through modern prints featuring camille pissarro: impressionist icon, color lithograph ,1975,47,swann auction galleries,2016-11-03,4010.0, rufino tamayo,0.8125056986839838,mutual art,-
9215,untitled (woman),19.25,27.375,19th/20th century american/european art, charcoal and conte crayon on paper ,1978,44,rago arts and auction center,2016-11-05,2314.0, francisco zuñiga,0.625,mutual art,-
9216,cabeza en verde,192.53199999999998,56.0,"paintings, prints & sculpture", lithograph ,1973,49,"mainichi auction, tokyo",2016-11-05,1556.0, rufino tamayo,0.8387009836949199,mutual art,-
9219,"iguana (faludica, iguana con corazon) y pajaro con serpiente",9.875,5.625,doyle + design, watercolor and ink on paper ,1970,52,doyle new york,2016-11-09,4241.0, francisco toledo,0.8592499544137608,mutual art,-
9221,mujer con sandia (pereda 32),21.625,16.875,doyle + design, color lithograph on arches paper ,1950,72,doyle new york,2016-11-09,2005.0, rufino tamayo,1.6249949345544434,mutual art,-
9222,"figurengruppe aus der serie ""carnevales",121.92,63.0,international art," watercolor, gouache and ink ",1970,52,dobiaschofsky,2016-11-11,3369.0, rené portocarrero,1.0799980765840134,mutual art,-
9223,flora mit hut,111.76,29.0,international art, watercolor and ink ,1968,54,dobiaschofsky,2016-11-11,2495.0, rené portocarrero,1.142870230406303,mutual art,-
9224,figur auf gelbem grund,72.39,25.0,international art, gouache ,1969,53,dobiaschofsky,2016-11-11,3244.0, rené portocarrero,1.1555587219036083,mutual art,-
9225,tehuana con velas y canasta,14.75,11.0,modern & contemporary art, gouache on paper ,1938,84,"heritage auctions, new york",2016-11-11,46275.0, diego rivera,0.75,mutual art,-
9226,figur auf blauem grund,80.01,27.0,international art, gouache ,1969,53,dobiaschofsky,2016-11-11,3120.0, rené portocarrero,1.1111111111111112,mutual art,-
9228,media columna,40.5,6.75,"fine art, antique, jewelry & asian auction", painted wood and metal ,1969,53,clars auction gallery,2016-11-12,27148.0, jesus-rafael soto,0.44,mutual art,-
9229,sans titre (composition cubiste),21.625,18.25,impressionist & modern art evening sale, oil on canvas ,1916,106,sotheby's,2016-11-14,126016.0, diego rivera,1.520833069333338,mutual art,-
9231,portfolio of 8 works: vibrations,26.75,20.125,contemporary art, color screenprints ,1969,53,swann auction galleries,2016-11-15,9255.0, jesus-rafael soto,0.75,mutual art,-
9236,dos mujeres de pie,25.625,19.75,impressionist & modern art, watercolor and graphite on paper laid down on board ,1965,57,bonhams,2016-11-16,2468.0, francisco zuñiga,0.5,mutual art,-
9244,nude with lon hair (dolores olmedo),18.5,12.0," victorian, modern & contemporary fine and decorative art", lithograph in black on japan ,1930,92,stair galleries,2016-11-19,3455.0, diego rivera,2.800064835075776,mutual art,-
9246,la mujercita,21.5,16.5,latin america," tempera, charcoal and pastel on newsprint on board ",1930,92,phillips,2016-11-22,61700.0, alfredo ramos martínez,0.8333333333333334,mutual art,-
9248,retrato de marevna (portrait of marevna),31.75,25.5,latin america, oil on canvas ,1916,106,phillips,2016-11-22,196970.0, diego rivera,0.9700000270853437,mutual art,-
9249,dancer,15.375,11.0,latin america, watercolor on paper ,1939,83,phillips,2016-11-22,27765.0, diego rivera,1.2857142857142858,mutual art,-
9250,"cuadrado virtual azul, con gris",32.25,32.25,latin america," painted wood, metal rod with nylon strings ",1977,45,phillips,2016-11-22,338113.0, jesus-rafael soto,0.7828571752723427,mutual art,-
9251,la conesa,48.0,67.0,latin american art, pyroxilin on masonite ,1958,64,christie's,2016-11-22,423876.0, david alfaro siqueiros,1.9628568848591215,mutual art,-
9252,niña en la terraza,23.0,0.5,latin american art, gouache on canvas ,1938,84,christie's,2016-11-22,231373.0, rufino tamayo,1.071428488736764,mutual art,-
9254,paisaje,13.0,0.25,latin american art, pyroxilin on panel ,1936,86,christie's,2016-11-22,115687.0, david alfaro siqueiros,1.1718752769841434,mutual art,-
9255,tres niñas sentadas en el suelo,10.0,0.5,latin american art, watercolor on paper ,1949,73,christie's,2016-11-22,33935.0, diego rivera,1.0,mutual art,-
9256,untitled (stone workers),15.0,0.75,latin american art, watercolor and india ink on paper ,1943,79,christie's,2016-11-22,61700.0, diego rivera,1.25,mutual art,-
9257,"hombre con sombrero, perfil",24.0,0.5,latin american art, watercolor and charcoal on paper ,1936,86,christie's,2016-11-22,61700.0, diego rivera,1.0,mutual art,-
9258,untitled (woman with bundle),14.875,10.0,latin american art, watercolor on rice paper ,1938,84,christie's,2016-11-22,74039.0, diego rivera,1.0,mutual art,-
9261,salir en paños menores,71.0,59.125,latin american art, acrylic on canvas ,2005,17,christie's,2016-11-22,107974.0, antonio seguí,1.458333614715428,mutual art,-
9263,la copa azul,28.75,21.375,latin america: modern art | latin america: contemporary art, oil on canvas ,1939,83,sotheby's,2016-11-22,277648.0, emilio pettoruti,1.5000001350631136,mutual art,-
9264,sandías y naranja,39.75,31.5,latin america: modern art | latin america: contemporary art, oil and sand on canvas ,1957,65,sotheby's,2016-11-22,828922.0, rufino tamayo,1.5283333385573203,mutual art,-
9267,le grand carré argent,60.0,60.0,latin america: modern art | latin america: contemporary art, acrylic on aluminum and wood ,1989,33,sotheby's,2016-11-22,533701.0, jesus-rafael soto,1.081250001266217,mutual art,-
9272,sandías,31.0,0.5,latin american art, oil on canvas ,1969,53,christie's,2016-11-22,674673.0, rufino tamayo,1.444999938423876,mutual art,-
9273,paisaje de la habana,28.0,35.125,latin american art, oil on canvas ,1961,61,christie's,2016-11-22,364644.0, rené portocarrero,1.1819998541317192,mutual art,-
9275,cabeza con sombrero azul,15.0,19.0,latin american art, oil on canvas ,1962,60,christie's,2016-11-22,185099.0, rufino tamayo,1.200000129660358,mutual art,-
9277,mujeres con cántaros de agua,16.875,13.625,latin america: modern art | latin america: contemporary art, watercolor and gouache on paper ,1940,82,sotheby's,2016-11-22,43190.0, rufino tamayo,1.0,mutual art,-
9278,la habitación no. 23,62.875,78.5,latin america: modern art | latin america: contemporary art, oil on canvas ,1998,24,sotheby's,2016-11-22,107974.0, fernando de szyszlo,1.458333614715428,mutual art,-
9279,woman with a leaf,24.5,18.875,latin america: modern art | latin america: contemporary art," watercolor, pastel and charcoal on arches paper ",1940,82,sotheby's,2016-11-22,43190.0, diego rivera,0.875,mutual art,-
9281,santa bárbara,29.0,20.0,latin america: modern art | latin america: contemporary art, oil on paper ,1978,44,sotheby's,2016-11-22,13111.0, rené portocarrero,1.0625012662331084,mutual art,-
9283,light trap (piège de lumière),18.375,11.5,latin america: modern art | latin america: contemporary art," wood, paper and nylon threads with silkscreen ",1965,57,sotheby's,2016-11-22,23137.0, jesus-rafael soto,1.0714277445003486,mutual art,-
9284,mujer sentada,29.25,25.125,latin america: modern art | latin america: contemporary art, tempera on paper mounted on masonite ,1932,90,sotheby's,2016-11-22,231373.0, armando reverón,1.5000001620759729,mutual art,-
9285,abstract composition,19.5,13.0,latin america: modern art | latin america: contemporary art," watercolor, oil and ink on heavy paper ",1953,69,sotheby's,2016-11-22,33935.0, rené portocarrero,1.375,mutual art,-
9287,contemplador en diagonal,21.0,0.75,latin american art, acrylic on canvas ,2016,6,christie's,2016-11-22,169674.0, tomás sánchez,1.9642855075567698,mutual art,-
9288,mano abierta,40.0,25.875,latin american art, acrylic on panel ,1969,53,christie's,2016-11-22,146536.0, david alfaro siqueiros,1.4843748417224647,mutual art,-
9289,hamaca,9.0,7.0,latin american art, light onyx ,1960,62,christie's,2016-11-22,46275.0, francisco zuñiga,0.9375,mutual art,-
9290,figura,21.0,0.5,latin american art, oil on cardboard mounted on canvas ,1966,56,christie's,2016-11-22,37020.0, rené portocarrero,1.7142857142857142,mutual art,-
9292,mujer sentada en sofá,17.0,0.5,latin american art, bronze ,1997,25,christie's,2016-11-22,18510.0, abigail varela,0.8571428571428571,mutual art,-
9295,mujeres en el río (also known as siete mujeres),26.0,28.0,latin american art," oil, sand, and ink on canvas laid on masonite ",1966,56,christie's,2016-11-22,77124.0, francisco toledo,1.0416665259751443,mutual art,-
9296,niño mexicano con zarape,17.875,15.125,latin america: modern art | latin america: contemporary art, gouache and charcoal on newsprint laid down on board ,1936,86,sotheby's,2016-11-22,29307.0, alfredo ramos martínez,1.1875013928535973,mutual art,-
9297,el juglar,38.25,51.25,latin america: modern art | latin america: contemporary art, oil and sand on canvas ,1961,61,sotheby's,2016-11-22,829858.0, rufino tamayo,0.9607142454020365,mutual art,-
9298,paisaje cerca de toledo,34.5,43.0,latin america: modern art | latin america: contemporary art, oil on canvas ,1913,109,sotheby's,2016-11-22,496213.0, diego rivera,0.8660714574010736,mutual art,-
9299,paisaje,40.75,33.875,latin america: modern art | latin america: contemporary art, oil on board ,1944,78,sotheby's,2016-11-22,200523.0, rené portocarrero,2.708333755406761,mutual art,-
9300,port of new york,22.0,31.0,latin american art, oil on cardboard ,1923,99,christie's,2016-11-22,956959.0, joaquín torres garcía,2.2157142314684726,mutual art,-
9301,cara azul,12.0,18.0,latin american art, oil on canvas ,1973,49,christie's,2016-11-22,275797.0, rufino tamayo,1.7879997847634568,mutual art,-
9302,joven con pecera,35.125,28.0,latin american art, oil on canvas ,1935,87,christie's,2016-11-22,138824.0, fidelio ponce de león,1.0714287092480805,mutual art,-
9304,mujeres sentadas y hombre con sombrero,15.0,10.625,latin america: modern art | latin america: contemporary art, watercolor and india ink on rice paper laid down on heavy paper ,1935,87,sotheby's,2016-11-22,40105.0, diego rivera,0.9285714285714286,mutual art,-
9308,vibración negra,61.375,41.75,latin america: modern art | latin america: contemporary art, oil on panel with metal rods and nylon wire ,1966,56,sotheby's,2016-11-22,681779.0, jesus-rafael soto,1.5785714252637555,mutual art,-
9309,novicias,24.0,27.875,latin america: modern art | latin america: contemporary art, oil on canvas ,1931,91,sotheby's,2016-11-22,23137.0, fidelio ponce de león,1.0714277445003486,mutual art,-
9313,niño jesús sánchez,19.0,0.75,latin american art, oil on tin ,1930,92,christie's,2016-11-22,335028.0, diego rivera,1.5514286885202253,mutual art,-
9314,niños,19.0,0.5,latin american art, oil on canvas ,1924,98,christie's,2016-11-22,107974.0, rufino tamayo,0.8750000506487702,mutual art,-
9316,pelea de gallos,25.125,29.125,latin american art, oil on canvas ,1942,80,christie's,2016-11-22,341964.0, mariano rodriguez,1.0875000178883965,mutual art,-
9317,retrato de flora,29.0,0.75,latin american art, oil on canvas ,1966,56,christie's,2016-11-22,123399.0, rené portocarrero,0.9090909090909092,mutual art,-
9318,meditación bajo un signo de aguas,50.0,39.0,latin american art, oil on canvas ,1995,27,christie's,2016-11-22,394260.0, tomás sánchez,0.9128571716338651,mutual art,-
9319,llegada de pescadores,19.0,0.75,latin american art, oil on panel ,1960,62,christie's,2016-11-22,46275.0, benito quinquela martin,1.3636363636363635,mutual art,-
9320,cabeza de hombre,180.25,15.125,latin american art, oil on canvas ,1927,95,christie's,2016-11-22,24680.0, joaquín torres garcía,1.6,mutual art,-
9321,el brujo aprendiz,17.0,0.5,latin american art, oil and acrylic on canvas ,1995,27,christie's,2016-11-22,15425.0, elmar rojas,0.8333333333333334,mutual art,-
9322,paisaje con una casa,10.0,11.0,latin american art, oil on canvas ,1944,78,christie's,2016-11-22,64784.0, diego rivera,0.7499997105767973,mutual art,-
9323,untitled,19.0,0.25,latin american art, tempera and conté crayon on newsprint laid down on cardboard ,1938,84,christie's,2016-11-22,40105.0, alfredo ramos martínez,1.1818181818181819,mutual art,-
9325,numerados,23.0,0.75,latin american art," acrylic, pastel and ink on canvas ",2006,16,christie's,2016-11-22,265.0, antonio seguí,0.012285695741267881,mutual art,-
9328,niño en la ventana,19.0,26.0,latin american art, oil on canvas ,1963,59,christie's,2016-11-22,409068.0, rufino tamayo,1.6574999331437588,mutual art,-
9329,tarde gris,33.0,0.25,latin american art, oil on canvas ,1973,49,christie's,2016-11-22,49360.0, benito quinquela martin,1.1428571428571428,mutual art,-
9332,personaje,18.0,0.25,latin american art, oil on canvas ,1961,61,christie's,2016-11-22,200523.0, rufino tamayo,1.2999996758477392,mutual art,-
9334,florero,20.0,12.0,latin american art, oil on canvas ,1961,61,christie's,2016-11-22,29307.0, rené portocarrero,1.357141699448706,mutual art,-
9335,"mogotes de viñales, pinar del río",31.0,0.5,latin american art, oil on canvas ,1930,92,christie's,2016-11-22,43190.0, domingo ramos,0.875,mutual art,-
9339,amanecer,21.0,25.0,latin america: modern art | latin america: contemporary art, oil on burlap ,1939,83,sotheby's,2016-11-22,200523.0, armando reverón,1.083333355843913,mutual art,-
9340,noche de muertos,15.25,11.0,latin america: modern art | latin america: contemporary art, watercolor on rice paper ,1938,84,sotheby's,2016-11-22,58615.0, diego rivera,1.3571428571428572,mutual art,-
9341,niño rapado en overol,16.0,12.0,latin america: modern art | latin america: contemporary art, watercolor on rice paper ,1937,85,sotheby's,2016-11-22,23137.0, diego rivera,1.0714277445003486,mutual art,-
9342,jarra constructiva,13.875,10.625,latin america: modern art | latin america: contemporary art, oil on canvas ,1930,92,sotheby's,2016-11-22,84837.0, joaquín torres garcía,0.9821427537783849,mutual art,-
9343,canal,30.0,40.0,latin america: modern art | latin america: contemporary art, oil on canvas ,1987,35,sotheby's,2016-11-22,107974.0, tomás sánchez,1.093749841722625,mutual art,-
9344,desnudo,11.0,8.0,latin america: modern art | latin america: contemporary art, bronze ,1963,59,sotheby's,2016-11-22,20052.0, francisco zuñiga,1.8055511784435991,mutual art,-
9345,untitled,18.5,10.5,latin america: modern art | latin america: contemporary art, bronze ,1969,53,sotheby's,2016-11-22,26222.0, francisco zuñiga,1.7000006483108263,mutual art,-
9347,bucólico,32.0,39.5,latin america: modern art | latin america: contemporary art, acrylic on canvas ,2007,15,sotheby's,2016-11-22,18510.0, antonio seguí,0.8571428571428571,mutual art,-
9352,naturaleza muerta,24.0,15.5,latin america: modern art | latin america: contemporary art, oil on canvas ,1945,77,sotheby's,2016-11-22,40105.0, angel zárraga,1.0833333333333333,mutual art,-
9353,oiseaux no. 4,16.0,10.5,latin america: modern art | latin america: contemporary art, oil on canvas ,1916,106,sotheby's,2016-11-22,61700.0, angel zárraga,1.0,mutual art,-
9360,luz y sombra,200.0,200.0,post-war & contemporary art, mixed media on canvas ,2002,20,"auctionata, berlin",2016-12-01,65599.0, antonio seguí,2.222222222222222,mutual art,-
9361,vibration,6.0,0.625,prints & multiples," plexiglass, silkscreen and metal sticks at nylon threads ",1969,53,grisebach ,2016-12-02,6583.0, jesus-rafael soto,1.0,mutual art,-
9362,multiple iii,19.0,0.875,prints & multiples," plexiglass, silkscreen and metal sticks at nylon thread ",1969,53,grisebach ,2016-12-02,7406.0, jesus-rafael soto,1.1250018988014765,mutual art,-
9363,mujer sentada,25.0,0.5,living with art," crayon, watercolor and charcoal on paper ",1969,53,christie's,2016-12-02,4010.0, francisco zuñiga,0.8125056986839838,mutual art,-
9366,dos mujeres,25.0,0.5,living with art," watercolor, charcoal and pencil on paper ",1970,52,christie's,2016-12-02,6478.0, francisco zuñiga,1.312505065240295,mutual art,-
9368,tige vibrante,19.5,9.25,20th century art & design auction," wood, metal, oil, sewing cotton, partly with silkscreen ",1967,55,treadway gallery,2016-12-03,9033.0, jesus-rafael soto,0.8133331532529273,mutual art,-
9369,tes azules y negras (de la serie s¡ntesis),19.5,19.5,20th century art & design auction, silkscreen on plexiglas with metal rods ,1979,43,treadway gallery,2016-12-03,9786.0, jesus-rafael soto,0.8811096254878921,mutual art,-
9372,the crowd,289.56,146.0,post-war & contemporary art, mixed media on canvas ,1988,34,artcurial,2016-12-06,34397.0, antonio seguí,0.8666665826800223,mutual art,-
9373,recuerdos de provincia,330.2,97.0,post-war & contemporary art, acrylic on canvas ,1985,37,artcurial,2016-12-06,42996.0, antonio seguí,1.0833337532692007,mutual art,-
9376,ocaso de multitud,369.57,114.0,contemporary art, acrylic and fabric collage on canvas ,1990,32,sotheby's,2016-12-06,42996.0, antonio seguí,1.2999998488231639,mutual art,-
9377,female nude,19.0,24.5,doyle at home & holiday gifts, charcoal on paper ,1975,47,doyle new york,2016-12-07,2776.0, francisco zuñiga,0.7500067543835949,mutual art,-
9378,un rosa en el centro,516.89,102.0,contemporary art evening sale, acrylic and wooden elements on panel ,1988,34,christie's,2016-12-07,290017.0, jesus-rafael soto,1.0162791365918238,mutual art,-
9381,casa de campo,88.9,50.1,impressionist & modern art day sale, oil on panel ,1924,98,sotheby's,2016-12-07,41478.0, joaquín torres garcía,0.8928573350539818,mutual art,-
9383,untitled (still life),89.15400000000001,58.0,impressionist & modern art day sale, oil on canvas mounted on cardboard ,1928,94,sotheby's,2016-12-07,74661.0, joaquín torres garcía,1.0227275062207326,mutual art,-
9384,3 works: la boîte,12.4,12.4,post war ii, multiple silk-screened plexiglass discs in black wooden object box ,1955,67,ketterer kunst,2016-12-09,14630.0, jesus-rafael soto,3.2142896375959835,mutual art,-
9387,tige vibrante,20.2,9.5,post war ii," multiple wood, metal, oil, thread with silkscreen ",1967,55,ketterer kunst,2016-12-09,11379.0, jesus-rafael soto,2.916682686762275,mutual art,-
9388,vibration,6.6,21.0,post war ii, multiple plexiglass plate with color silkscreen and metal rods in black and blue on metal rods and nylon threads ,1969,53,ketterer kunst,2016-12-09,5201.0, jesus-rafael soto,2.6667008485656423,mutual art,-
9395,mujer,26.0,19.5,post war & contemporary art, pastel on paper ,1966,56,hindman,2016-12-14,2314.0, francisco zuñiga,0.9375063303960296,mutual art,-
9396,mujer hacha,19.0,,post war & contemporary art, bronze with gold patina ,1973,49,hindman,2016-12-14,7712.0, francisco zuñiga,0.5,mutual art,-
9402,torso en rosa,29.625,22.0,fine prints, color etching ,1980,42,hindman,2016-12-14,2005.0, rufino tamayo,1.0833445900310685,mutual art,-
9403,mano blanco,16.0,23.5,fine prints, mixograph ,1977,45,hindman,2016-12-14,1851.0, rufino tamayo,1.0,mutual art,-
9407,tres mujeres sentadas,15.5,22.0,"furniture, art, jewely, asian", lithograph ,1972,50,clars auction gallery,2017-01-15,906.0, francisco zuñiga,0.375,mutual art,-
9408,hombre obscura,25.25,19.5,"furniture, art, jewely, asian", lithograph in colors ,1976,46,clars auction gallery,2017-01-15,2719.0, rufino tamayo,2.249989656171129,mutual art,-
9410,"multiple ii, from jai-alai",50.5,20.0,evening & day editions," plexiglas multiple with screenprint in colours, steel bars, and transparent cords ",1969,53,phillips,2017-01-19,7814.0, jesus-rafael soto,1.0500006718714308,mutual art,-
9411,2 works: personaje blanco (white person); and cabeza en amarillo (head in yellow),75.4,56.3,evening & day editions," etching and aquatints in colours with carborundum, on guarro paper ",1976,46,phillips,2017-01-19,2977.0, rufino tamayo,1.142846174517256,mutual art,-
9412,15 aguafuertes: 14 plates,82.0,62.5,evening & day editions, etchings in colours with carborundum on guarro paper ,1975,47,phillips,2017-01-19,37211.0, rufino tamayo,1.0,mutual art,-
9418,"impresiones de egipto, plancha x",14.0,20.0,february modern and contemporary fine art sale, lithograph on arches paper ,1982,40,great dane auctions,2017-02-02,604.0, francisco zuñiga,0.4545454545454546,mutual art,-
9426,retrato de mujer con pina (portrait of woman with pineapple),8.5,11.75,studio54: richard manning photos & modern art, ink and pastel on paper ,2006,16,palm beach modern auctions ,2017-02-04,1027.0, mariano rodriguez,0.8499896544589282,mutual art,-
9429,cabeza con sombrero,17.0,12.0,the february auction, mixograph ,1975,47,grogan & company,2017-02-05,2296.0, rufino tamayo,1.5200264812975837,mutual art,-
9435,tige vibrant,19.5,9.25,auction," white painted wood, screenprint, metal rod and string ",1967,55,clars auction gallery,2017-02-19,7854.0, jesus-rafael soto,0.7647033050488526,mutual art,-
9436,multiple v (from jai alai series),20.0,10.25,auction, painted wood with painted metal ,1969,53,clars auction gallery,2017-02-19,5437.0, jesus-rafael soto,0.7499982757074772,mutual art,-
9437,untitled,12.562,5.0,now!," screenprint, plexiglas and wood ",1964,58,sotheby's,2017-02-23,9591.0, jesus-rafael soto,1.0714285714285714,mutual art,-
9438,oro y cobalto,21.0,0.75,art + design, screenprint on paper ,1980,42,wright,2017-02-23,3429.0, jesus-rafael soto,1.135204926173608,mutual art,-
9440,figura de hombre en gris,22.0,30.0,quarterly fine art & antique auction, lithograph in colors ,1973,49,a.n. abell auction company,2017-02-26,2175.0, rufino tamayo,0.7199960276081235,mutual art,-
9441,cabeza,29.5,22.0,quarterly fine art & antique auction, lithograph in yellow and gray ,1980,42,a.n. abell auction company,2017-02-26,2175.0, rufino tamayo,0.7199960276081235,mutual art,-
9443,mujer india,31.0,21.75,19th & 20th century prints & drawings, color lithograph ,1959,63,swann auction galleries,2017-03-02,4229.0, rufino tamayo,1.16666896561237,mutual art,-
9444,torse de femme,27.375,21.125,19th & 20th century prints & drawings, color lithograph ,1969,53,swann auction galleries,2017-03-02,1661.0, rufino tamayo,1.1,mutual art,-
9445,la négresse,27.25,21.0,19th & 20th century prints & drawings, color lithograph ,1969,53,swann auction galleries,2017-03-02,2042.0, rufino tamayo,0.8450063106494796,mutual art,-
9446,hombre en fondo verde,30.0,22.5,19th & 20th century prints & drawings, color lithograph ,1980,42,swann auction galleries,2017-03-02,1963.0, rufino tamayo,0.65,mutual art,-
9448,hombre en negro,25.75,19.5,19th & 20th century prints & drawings, color lithograph ,1960,62,swann auction galleries,2017-03-02,2199.0, rufino tamayo,0.7280010593921737,mutual art,-
9449,set of 10 works: mexican suite,25.375,19.5,19th & 20th century prints & drawings, color lithographs ,1968,54,swann auction galleries,2017-03-02,6041.0, david alfaro siqueiros,0.6666666666666666,mutual art,-
9450,mujer con medias malva,27.25,21.375,19th & 20th century prints & drawings, color lithograph ,1969,53,swann auction galleries,2017-03-02,2417.0, rufino tamayo,1.0000206872297732,mutual art,-
9453,hombre frente al cielo,22.375,30.0,19th & 20th century prints & drawings, mixografía on arches ,1976,46,swann auction galleries,2017-03-02,4084.0, rufino tamayo,0.8449975688733021,mutual art,-
9454,chamulas rojo,22.0,30.0,19th & 20th century prints & drawings, color lithograph ,1981,41,swann auction galleries,2017-03-02,1728.0, francisco zuñiga,1.143992055610725,mutual art,-
9455,madre mexicana,115.57000000000001,35.5,painting and graphic auction, lithography ,1973,49,"morton auctions, monte athos",2017-03-02,1031.0, david alfaro siqueiros,0.8499938167278124,mutual art,-
9457,"vi, de la carpeta canto general",146.05,102.5,painting and graphic auction, lithograph ,1968,54,"morton auctions, monte athos",2017-03-02,789.0, david alfaro siqueiros,0.6499979404374512,mutual art,-
9458,"x, de la carpeta canto general",146.05,102.5,painting and graphic auction, lithograph ,1968,54,"morton auctions, monte athos",2017-03-02,1031.0, david alfaro siqueiros,0.8499938167278124,mutual art,-
9459,torre blanca,194.31,56.5,painting and graphic auction, etching ,1976,46,"morton auctions, monte athos",2017-03-02,4246.0, rufino tamayo,1.4000032972286791,mutual art,-
