,title,height,length,art_type,medium_text,date_text,age,house,fecha,price,author,performance,source,country
9460,demi-poisson,137.16,69.0,painting and graphic auction, lithograph ,1969,53,"morton auctions, monte athos",2017-03-02,3033.0, rufino tamayo,1.176470588235294,mutual art,-
9464,el innombrable i,157.48,81.0,painting and graphic auction, mixography ,1982,40,"morton auctions, monte athos",2017-03-02,2183.0, fernando de szyszlo,1.1999780123131045,mutual art,-
9465,"iv, de la carpeta canto general",260.35,57.5,painting and graphic auction, lithograph ,1968,54,"morton auctions, monte athos",2017-03-02,910.0, david alfaro siqueiros,0.7499896979437096,mutual art,-
9466,autorretrato saludando,78.74,44.5,painting and graphic auction, woodcut ,1992,30,"morton auctions, monte athos",2017-03-02,1153.0, francisco toledo,1.0856873822975517,mutual art,-
9467,"figura en movimiento, de la suite prison fantasies portfolio ii",118.11,35.5,painting and graphic auction, lithography ,1973,49,"morton auctions, monte athos",2017-03-02,2063.0, david alfaro siqueiros,1.700041203131438,mutual art,-
9468,hombre i,59.69,17.0,painting and graphic auction, mixography ,1981,41,"morton auctions, monte athos",2017-03-02,3639.0, rufino tamayo,1.8461772614276293,mutual art,-
9469,pez,121.92,55.0,painting and graphic auction, mixography ,1981,41,"morton auctions, monte athos",2017-03-02,2183.0, francisco toledo,2.249935583612471,mutual art,-
9470,"vii, de la carpeta canto general",146.05,102.5,painting and graphic auction, lithograph ,1968,54,"morton auctions, monte athos",2017-03-02,727.0, david alfaro siqueiros,0.5999834942642569,mutual art,-
9471,mujercita,59.69,17.0,painting and graphic auction, mixography ,1981,41,"morton auctions, monte athos",2017-03-02,3943.0, rufino tamayo,2.0,mutual art,-
9476,mar de lurin ii,167.64000000000001,75.5,painting and graphic auction, mixography ,1991,31,"morton auctions, monte athos",2017-03-02,1940.0, fernando de szyszlo,1.2799788869461945,mutual art,-
9478,salome,30.0,21.75,fine & decorative arts, lithograph in color ,1983,39,alex cooper auctioneers,2017-03-04,967.0, rufino tamayo,0.4571455585496147,mutual art,-
9480,multiple i (from jai-alai series),21.375,25.0,modern art & design auction," perspex in white, yellow, blue, and black with metal and filament kinetic elements ",1969,53,los angeles modern auctions,2017-03-05,9817.0, jesus-rafael soto,1.624994827229464,mutual art,-
9481,personaje con dos árboles (from 16 aguafuertes),29.5,22.0,modern art & design auction, color etching and aquatint on guarro paper ,1976,46,los angeles modern auctions,2017-03-05,5286.0, rufino tamayo,2.5,mutual art,-
9482,"yucatecas en el parque, [vlady, 336]",21.0,53.3,fine prints and photography online auction, colour lithograph ,1986,36,waddington's,2017-03-09,483.0, francisco zuñiga,0.9000279511786081,mutual art,-
9483,"pescadoras, [zuniga, 296; brewster, 64]",29.8,75.6,fine prints and photography online auction, colour lithograph ,1981,41,waddington's,2017-03-09,457.0, francisco zuñiga,0.8499953501348462,mutual art,-
9485,mural study,18.0,24.0,march auction, colored pencil ,1932,90,trinity international auctions,2017-03-11,15708.0, diego rivera,2.0,mutual art,-
9487,el gran señor torofuego,520.7,160.0,modern & contemporary paintings, oil and acrylic on canvas ,1991,31,piguet auction house,2017-03-15,17981.0, elmar rojas,0.8571421761524657,mutual art,-
9493,la gare,9.5,12.375,works on paper, ink on paper ,1930,92,sotheby's,2017-03-23,32582.0, joaquín torres garcía,1.0,mutual art,-
9495,deux hommes au café,162.56,78.0,postwar & contemporary, pastel on paper ,1982,40,damien leclere,2017-03-27,4194.0, antonio seguí,0.9114320174723736,mutual art,-
9497,sans titre,91.44,5.0,pop contemporary art, pastel on paper ,1986,36,piasa,2017-03-28,5624.0, antonio seguí,1.7159943857936168,mutual art,-
9499,untitled,21.5,24.625,contemporary art, oil on paper laid on canvas ,1993,29,tajan,2017-03-30,3369.0, antonio seguí,1.4857117657435175,mutual art,-
9500,el gaucho,162.56,49.0,post war & conteporary art, pastel on paper mounted on canvas ,1968,54,millon & associes,2017-03-31,3360.0, antonio seguí,1.0400061905130387,mutual art,-
9502,que calor !,127.0,150.0,post-war & contemporary art, acrylic on canvas ,2006,16,artcurial,2017-04-04,19257.0, antonio seguí,1.49500423107081,mutual art,-
9505,mother and child,16.0,25.0,auction, graphite on paper ,1967,55,the potomack company,2017-04-08,2417.0, francisco zuñiga,0.8,mutual art,-
9508,a group of women,22.0,34.0,auction, watercolor ,1980,42,the potomack company,2017-04-08,3625.0, francisco zuñiga,1.1999933793468727,mutual art,-
9510,grupo de mujeres,22.0,30.0,canadian & international works of art, lithograph ,1977,45,westbridge fine art auction house,2017-04-09,361.0, francisco zuñiga,0.3809624314056564,mutual art,-
9512,personaje en blanco,29.625,22.125,prints & multiples, etching in colors on wove paper ,1975,47,bonhams,2017-04-18,6797.0, rufino tamayo,1.8750086205707506,mutual art,-
9513,interior con sandía,22.0,29.375,prints & multiples, etching in colors on wove paper ,1975,47,bonhams,2017-04-18,4531.0, rufino tamayo,1.25,mutual art,-
9514,sandias con manzana,33.875,43.0,prints & multiples, mixografia in colors on handmade paper ,1985,37,bonhams,2017-04-18,10572.0, rufino tamayo,1.093747575226183,mutual art,-
9515,figure de pie,27.5,19.625,prints & multiples, mixografía in colors on arches paper ,1977,45,bonhams,2017-04-18,5286.0, rufino tamayo,1.458327585731233,mutual art,-
9516,hombre en negro,30.0,22.25,prints & multiples, lithograph in colors on wove paper ,1960,62,bonhams,2017-04-18,3021.0, rufino tamayo,2.0,mutual art,-
9517,hombre en negro,30.25,22.5,prints & multiples, mixografía in colors on arches paper ,1976,46,bonhams,2017-04-18,5286.0, rufino tamayo,1.0937532330484803,mutual art,-
9518,hombre en la ventana,35.5,27.375,prints & multiples, lithograph in colors on handmade paper ,1980,42,bonhams,2017-04-18,5739.0, rufino tamayo,0.9500004138353432,mutual art,-
9519,la india de las floripondias,35.875,26.0,prints & multiples, screenprint in colors on wove paper ,1948,74,bonhams,2017-04-18,2114.0, alfredo ramos martínez,1.4,mutual art,-
9521,emiliano zapata,16.0,0.25,prints," lithograph, on wove paper ",1932,90,christie's,2017-04-19,15103.0, diego rivera,0.8333333333333334,mutual art,-
9522,petite vibration brique et noire,19.75,17.75,fine art auction, silkscreen and paint on wood with nylon and painted metal rods ,1966,56,new orleans auction galleries,2017-04-22,7250.0, jesus-rafael soto,1.0909145625808783,mutual art,-
9523,paisaje nublado,15.0,19.0,"english, continental & american fine art", gouache on paper ,1977,45,stair galleries,2017-04-22,3625.0, tomás sánchez,1.0,mutual art,-
9531,caroni,106.68,42.0,modern art for the young collector, color silkscreen on cardboard ,1971,51,fine art auctions,2017-04-29,659.0, jesus-rafael soto,0.8333333333333334,mutual art,-
9534,rooster,28.75,22.0,optical and geometrical collection – important paintings and sculptures from the 20th century, oil on canvas ,1981,41,fine art auctions,2017-04-29,22655.0, mariano rodriguez,1.3888888888888888,mutual art,-
9536,mujer souriante (p. 123),21.25,27.5,prints & multiples, color lithograph ,1969,53,doyle new york,2017-05-01,3398.0, rufino tamayo,2.2495862297252565,mutual art,-
9537,madre niña,30.375,23.125,prints & multiples, lithograph ,1956,66,doyle new york,2017-05-01,830.0, david alfaro siqueiros,0.8082185111251765,mutual art,-
9538,mujer con sandia (p. 32),21.625,16.875,prints & multiples, color lithograph ,1950,72,doyle new york,2017-05-01,2114.0, rufino tamayo,1.4,mutual art,-
9539,la paysanne (p. 120),27.375,21.125,prints & multiples, color lithograph ,1969,53,doyle new york,2017-05-01,1812.0, rufino tamayo,1.5,mutual art,-
9540,virgen (pereda 19),7.25,9.625,prints & multiples, woodcut ,1931,91,doyle new york,2017-05-01,2719.0, rufino tamayo,1.1249948280855642,mutual art,-
9541,torso de jeune fille (p. 112),27.75,21.0,prints & multiples, color lithograph ,1969,53,doyle new york,2017-05-01,2266.0, rufino tamayo,1.875051717004551,mutual art,-
9542,hombre con pipa (p. 267),37.0,29.75,prints & multiples, color mixograph ,1979,43,doyle new york,2017-05-01,6418.0, rufino tamayo,1.328008607846383,mutual art,-
9543,hombre con brazos abiertos (p. 325),30.5,22.5,prints & multiples, color mixograph ,1984,38,doyle new york,2017-05-01,4908.0, rufino tamayo,1.3540057382476274,mutual art,-
9544,ten works: mexican suite,25.375,19.5,old master through modern prints, color lithographs ,1968,54,swann auction galleries,2017-05-02,6343.0, david alfaro siqueiros,0.7000022071644557,mutual art,-
9545,cabeza con pájaros,12.0,9.0,old master through modern prints, color lithograph ,1958,64,swann auction galleries,2017-05-02,1359.0, rufino tamayo,0.75,mutual art,-
9546,niño bailando,29.375,21.25,old master through modern prints, color mixografía ,1974,48,swann auction galleries,2017-05-02,4833.0, rufino tamayo,1.3333333333333333,mutual art,-
9547,manos en rojo,22.0,30.0,old master through modern prints, color etching ,1979,43,swann auction galleries,2017-05-02,2199.0, rufino tamayo,0.7280010593921737,mutual art,-
9548,two works: portrait of william spratling plus one other work,22.25,14.5,old master through modern prints, lithographs ,1931,91,swann auction galleries,2017-05-02,2417.0, david alfaro siqueiros,1.0000206872297732,mutual art,-
9549,banista de tehuantepec,21.25,12.25,old master through modern prints, lithograph ,1931,91,swann auction galleries,2017-05-02,1661.0, david alfaro siqueiros,0.9166666666666666,mutual art,-
9550,cabeza roja,30.0,22.0,old master through modern prints, color lithograph ,1975,47,swann auction galleries,2017-05-02,3625.0, rufino tamayo,1.1999933793468727,mutual art,-
9552,zapata,20.25,15.25,old master through modern prints, lithograph ,1930,92,swann auction galleries,2017-05-02,5341.0, david alfaro siqueiros,1.1049963794351918,mutual art,-
9553,desnudo,22.625,15.625,old master through modern prints, lithograph ,1930,92,swann auction galleries,2017-05-02,1208.0, david alfaro siqueiros,0.5,mutual art,-
9556,la comida (b.51),24.0,33.0,the anne cole estate beverly hills, color lithograph ,1980,42,clark's fine art gallery & auctioneers inc.,2017-05-06,1208.0, francisco zuñiga,0.6666666666666666,mutual art,-
9557,permutation,38.1,21.0,modern and contemporary art, multiple in silk-screened plexiglass and chromed brass ,1978,44,cambi auction house,2017-05-09,3154.0, jesus-rafael soto,0.8727292851312276,mutual art,-
9559,desnuda descansandro,19.5,27.5,post-war & contemporary art, graphite on paper ,1978,44,doyle new york,2017-05-10,3021.0, francisco zuñiga,0.625,mutual art,-
9561,juchitecas sentadas,18.5,23.5,post-war & contemporary art, bronze ,1976,46,doyle new york,2017-05-10,27186.0, francisco zuñiga,0.9000004965793955,mutual art,-
9562,hombres con barca ii,24.5,34.5,no reserve: editions, lithograph ,1984,38,ro gallery,2017-05-11,362.0, francisco zuñiga,0.5,mutual art,-
9563,figurkomposition,134.62,40.0,modern art & design, gouache on paper ,1958,64,stockholms auction house,2017-05-10,13554.0, rufino tamayo,1.8181818181818181,mutual art,-
9564,tige vibrant,500.0,235.0,contemporary art," multiple with white-painted wood, screenprint, metal rod and string ",1967,55,swann auction galleries,2017-05-11,11328.0, jesus-rafael soto,1.25,mutual art,-
9565,homenaje al humano,500.0,659.0,contemporary art, painted metal and wood relief ,1975,47,swann auction galleries,2017-05-11,12083.0, jesus-rafael soto,1.111111111111111,mutual art,-
9569,pasteque #1,136.652,69.0,"paintings, prints & sculpture", lithograph ,1969,53,"mainichi auction, tokyo",2017-05-13,1599.0, rufino tamayo,0.8571428571428571,mutual art,-
9570,mercado de flores,10.875,15.625,modern & contemporary art, lithograph on wove paper ,1930,92,freeman's,2017-05-16,8307.0, diego rivera,2.7499793097740626,mutual art,-
9571,dama negra,19.75,13.75,modern & contemporary art, lithograph on wove paper ,1935,87,freeman's,2017-05-16,2417.0, david alfaro siqueiros,2.0,mutual art,-
9572,light trap,119.38,29.0,contemporary," wood, nylon and paper ",1965,57,bukowskis,2017-05-16,14579.0, jesus-rafael soto,2.1240111306982907,mutual art,-
9573,tiratura 45,25.125,63.8,modern & contemporary art, painted wood multiple ,1966,56,freeman's,2017-05-16,6420.0, jesus-rafael soto,0.6641253355539809,mutual art,-
9579,naturaleza muerta con pimientos,139.7,38.0,latin american art, oil on canvas ,1926,96,"morton auctions, monte athos",2017-05-18,76597.0, joaquín torres garcía,1.7777782935445088,mutual art,-
9580,le soulier delacé,68.58,21.0,latin american art, ink on paper ,1926,96,"morton auctions, monte athos",2017-05-18,5745.0, angel zárraga,0.7200015039195905,mutual art,-
9582,rincón boquense,123.19,58.5,latin american art, oil on board ,1966,56,"morton auctions, monte athos",2017-05-18,28724.0, benito quinquela martin,0.8181809118655318,mutual art,-
9583,alegría - alegría,203.2,100.0,latin american art, acrylic on canvas ,2004,18,"morton auctions, monte athos",2017-05-18,19150.0, antonio seguí,0.8333333333333334,mutual art,-
9585,"figura en blanco y negro o venus de televisión, de la serie estampas de la cárcel",88.9,25.3,latin american art, ink on paper ,1963,59,"morton auctions, monte athos",2017-05-18,10214.0, david alfaro siqueiros,0.7441840132312334,mutual art,-
9589,el arcángel y la pescadora,83.82000000000001,23.5,latin american art, oil on wood ,1920,102,"morton auctions, monte athos",2017-05-18,38299.0, angel zárraga,0.8275863559211245,mutual art,-
9590,marinerito,378.46,75.0,latin american art, pastel on paper on canvas ,1916,106,"morton auctions, monte athos",2017-05-18,24256.0, alfredo ramos martínez,1.2063490484633423,mutual art,-
9592,la paloma,99.06,26.0,latin american art," bronze, wax ",2002,20,"morton auctions, monte athos",2017-05-18,10214.0, juan soriano,0.7441840132312334,mutual art,-
9593,cabeza de niña,81.28,17.0,latin american art, bronze sculpture ,1998,24,"morton auctions, monte athos",2017-05-18,5745.0, juan soriano,0.7200015039195905,mutual art,-
9594,desnudo,25.5,19.25,american & european works of art, conté crayon and charcoal on paper ,1991,31,"skinner, boston",2017-05-19,1932.0, francisco zuñiga,0.6395974376375946,mutual art,-
9595,el baño,27.5,19.5,american & european works of art, charcoal on laid paper with ingres fabriano watermark ,1979,43,"skinner, boston",2017-05-19,3418.0, francisco zuñiga,0.7072504552226452,mutual art,-
9596,desnudo sentado,19.0,23.0,american & european works of art, charcoal and pastel on paper ,1991,31,"skinner, boston",2017-05-19,4831.0, francisco zuñiga,0.9994931156834146,mutual art,-
9597,untitled,9.0,5.75,auction, gouache ,1960,62,trinity international auctions,2017-05-20,1692.0, rufino tamayo,0.4666685053920622,mutual art,-
9599,inclinè bleu et noir,17.0,15.0,auction, painted wood with painted metal rod and nylon string ,1966,56,clars auction gallery,2017-05-21,5135.0, jesus-rafael soto,0.5,mutual art,-
9600,hombre en negro,30.25,22.5,auction, mixografia in colors ,1976,46,clars auction gallery,2017-05-21,2175.0, rufino tamayo,0.44999844828121277,mutual art,-
9603,dos caras,22.0,29.875,fine prints, lithograph ,1973,49,hindman,2017-05-23,3927.0, rufino tamayo,2.166680460150625,mutual art,-
9604,nino con sombrero,35.0,26.5,fine prints, mixograph on handmade paper ,1980,42,hindman,2017-05-23,6041.0, rufino tamayo,1.25,mutual art,-
9605,bodegon,22.0,29.625,fine prints, color etching ,1980,42,hindman,2017-05-23,2870.0, rufino tamayo,0.791669540031722,mutual art,-
9606,mujer en rojo (from mujeres),27.5,21.0,fine prints, color lithograph ,1969,53,hindman,2017-05-23,2417.0, rufino tamayo,1.3333333333333333,mutual art,-
9607,naturaleza muerta,16.5,12.0,post war & contemporary art, pencil on paper ,1950,72,hindman,2017-05-23,6041.0, diego rivera,1.25,mutual art,-
