title,height,length,art_type,date_text,age,house,fecha,price,author,performance,acrylic,aquatint,arches,black,board,bronze,brown,canvas,cardboard,charcoal,color,colors,colours,crayon,down,etching,gelatin,gouache,graphite,guarro,handmade,ink,laid,lithograph,lithographs,masonite,media,metal,mixed,mixografía,mixograph,mounted,nylon,oil,painted,panel,paper,pastel,patina,pencil,plexiglas,plexiglass,print,printed,rice,rods,sand,screenprint,silkscreen,silver,tempera,watercolor,wood,wove,year,month,ln_precio,ln_height,ln_width,age_2,age_3,age_4
untitled from portfolio 'caroni',33.25,23.5,cornucopia: an abundance of colonial objects to modern art,1971,51,the potomack company,2021-11-23,929.0, jesus-rafael soto,2.124885635864593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,6.834108738813838,3.5040547671018634,3.1570004211501135,2601,132651,6765201
igualdad,1778.0,500.0,"paintings, sculptures, watercolors, drawings and multiples",1962,60,germann auctions,2021-11-23,5272.0, antonio seguí,1.7600026707172547,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,8.570165076182343,7.48324441607385,6.214608098422191,3600,216000,12960000
la familia,1397.0,460.0,"paintings, sculptures, watercolors, drawings and multiples",1962,60,germann auctions,2021-11-23,3354.0, antonio seguí,1.119997328569282,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,8.117908942383155,7.242082359256962,6.131226489483141,3600,216000,12960000
sans titre (15),20.0,86.0,limited edition,2014,8,artcurial,2021-11-24,2304.0, antonio seguí,1.0399927778279316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,7.742402021815782,2.995732273553991,4.454347296253507,64,512,4096
untitled,83.82000000000001,50.0,"modern and contemporary, latin american and colombian art",1971,51,bogotauctions,2021-11-25,1195.0, rené portocarrero,0.9333385402429024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,7.085901464365611,4.4286716424969255,3.912023005428146,2601,132651,6765201
"guard dog, guardian of the peace.",15.75,11.0,fall art & antiques auction,1945,77,lion and unicorn,2021-11-30,656.0, david alfaro siqueiros,0.2666666666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,6.486160788944089,2.7568403652716422,2.3978952727983707,5929,456533,35153041
the candle,23.25,16.5,fall art & antiques auction,1978,44,lion and unicorn,2021-11-30,465.0, francisco zuñiga,0.229731732621906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,6.142037405587356,3.1463051320333655,2.803360380906535,1936,85184,3748096
a volta,65.0,81.0,contemporary art,1976,46,tajan,2021-12-01,10128.0, antonio seguí,1.1428571428571428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,9.223059144383958,4.174387269895637,4.394449154672439,2116,97336,4477456
américa latina,74.93,22.0,"new year's auction of painting, sculpture, graphic work and photography",1945,77,"morton auctions, cerro de mayka",2021-12-02,682.0, david alfaro siqueiros,0.7428789281629541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,6.525029657843462,4.316554344376219,3.091042453358316,5929,456533,35153041
"untitled, de la serie ventanas",203.2,60.0,"new year's auction of painting, sculpture, graphic work and photography",2005,17,"morton auctions, cerro de mayka",2021-12-02,420.0, juan soriano,0.5333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,6.040254711277414,5.314190715704327,4.0943445622221,289,4913,83521
guardián de la paz,74.93,23.0,"new year's auction of painting, sculpture, graphic work and photography",1945,77,"morton auctions, cerro de mayka",2021-12-02,682.0, david alfaro siqueiros,0.7428789281629541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,6.525029657843462,4.316554344376219,3.1354942159291497,5929,456533,35153041
vibrations,73.66,43.0,prints & multiples,1967,55,koller,2021-12-02,10483.0, jesus-rafael soto,1.4583318842293431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2021,12,9.257510176452573,4.299459911016919,3.7612001156935624,3025,166375,9150625
figura de mujer,26.5,12.5,fine european art signature® auction,1902,120,"heritage auctions, dallas",2021-12-03,12296.0, joaquín torres garcía,4.499990850701751,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,9.417029285218431,3.2771447329921766,2.5257286443082556,14400,1728000,207360000
jai alai,127.0,15.0,"auction 40 - modern art, vintage and design",1969,53,bozner art auctions,2021-12-03,8229.0, jesus-rafael soto,2.1666666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,9.015419779605713,4.844187086458591,2.70805020110221,2809,148877,7890481
petite vibration brique et noir,127.0,43.5,day sale - contemporary art,1966,56,"lempertz, cologne",2021-12-04,20572.0, jesus-rafael soto,2.0312507713954235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2021,12,9.931686206894806,4.844187086458591,3.7727609380946383,3136,175616,9834496
sans titre,23.0,28.0,post-war & contemporary - day sale,1998,24,artcurial,2021-12-08,6583.0, antonio seguí,1.4857194443504067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,8.792245847467877,3.1354942159291497,3.332204510175204,576,13824,331776
señor temeroso,121.92,31.0,online: modern and contemporary art,1984,38,castells,2021-11-24,3826.0, antonio seguí,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11,8.249575150000199,4.803365091938336,3.4339872044851463,1444,54872,2085136
sitting figure,19.0,24.875,full brilliance: american & european fine art,1977,45,capsule gallery auction,2021-12-09,2049.0, francisco zuñiga,0.6250000000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,7.6251071482389,2.9444389791664403,3.2138632830446565,2025,91125,4100625
les vases communicants,167.64,5.0,thousand dream nights - collection geneviève & jean-paul kahn iv,1939,83,pierre bergé & associates,2021-12-10,46842.0, diego rivera,2.740740740740741,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2021,12,10.754535515348346,5.121818823056871,1.6094379124341003,6889,571787,47458321
rojo virtual,157.48,62.0,"tribal art, modern art and 20th century furniture",1997,25,native auction house,2021-12-11,117737.0, jesus-rafael soto,2.324998617682604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2021,12,11.676208602386733,5.0592984660755365,4.127134385045092,625,15625,390625
platicando,10.0,25.4,modern art | new york,1963,59,sotheby's,2021-12-03,48201.0, francisco zuñiga,6.300001960540848,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,10.783135046711445,2.302585092994046,3.2347491740244907,3481,205379,12117361
sin título,50.5,3.0,modern art | new york,1917,105,sotheby's,2021-12-03,4407.0, emilio pettoruti,0.8064043915827996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,8.390949464841986,3.9219733362813143,1.0986122886681098,11025,1157625,121550625
retrato de alice-leone moats,240.375,180.375,modern art | new york,1938,84,sotheby's,2021-12-03,17903.0, diego rivera,1.3103990923896136,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,9.792723575551273,5.482200203908944,5.195038017094035,7056,592704,49787136
desnudo sentada,25.0,19.0,modern art | new york,1970,52,sotheby's,2021-12-03,3856.0, francisco zuñiga,1.4112135851266283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,8.257385655730436,3.2188758248682006,2.9444389791664403,2704,140608,7311616
permutation,21.0,10.0,auction 667 - i - modern and contemporary art,1978,44,cambi auction house,2021-12-14,3247.0, jesus-rafael soto,1.4249978056701484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,8.085486772102845,3.044522437723423,2.302585092994046,1936,85184,3748096
"carré virtuel bleu a droite, carré virtuel gris a droite en carré virtuel rouge a droite",152.4,60.0,art & antiques auction,1972,50,vendu rotterdam,2021-12-14,823.0, jesus-rafael soto,0.4333289456364354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,12,6.71295620067707,5.026508643252546,4.0943445622221,2500,125000,6250000
otros temas del torofuego,700.5,580.5,20|21 art,1992,30,rago arts and auction center,2021-12-15,22734.0, elmar rojas,1.386663413592766,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,10.031616880246656,6.551794365777062,6.3638898011379466,900,27000,810000
un día de mercado en atitlán,67.0,580.25,20|21 art,1992,30,rago arts and auction center,2021-12-15,24155.0, elmar rojas,1.4733330080269351,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,10.092246676988507,4.204692619390966,6.3634590451545465,900,27000,810000
self-portrait,15.0,13.0,prints & multiples,1930,92,hindman,2021-12-15,4782.0, diego rivera,0.874998856390035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,8.47261414801827,2.70805020110221,2.5649493574615367,8464,778688,71639296
personnages à la ville et écriture,187.96,59.0,old modern paintings - contemporary art,2021,1,fine art auctions,2021-12-16,557.0, antonio seguí,1.466561348077936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,6.322565239927284,5.236229174234615,4.07753744390572,1,1,1
personnages à la ville,187.96,59.0,old modern paintings - contemporary art,2021,1,fine art auctions,2021-12-16,557.0, antonio seguí,1.466561348077936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,6.322565239927284,5.236229174234615,4.07753744390572,1,1,1
personnage au chapeau,160.02,48.0,dreams...three parisian collections,1964,58,lucien paris,2021-12-17,5601.0, antonio seguí,5.20490660719264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,8.630700432209832,5.075298807421978,3.871201010907891,3364,195112,11316496
untitled,14.75,10.375,contemporary art | new york,1970,52,sotheby's,2021-12-09,2203.0, tomás sánchez,0.3359998779846108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2021,12,7.697575346802343,2.691243082785829,2.339399066116762,2704,140608,7311616
three rhinocero,51.0,63.75,contemporary art | new york,1980,42,sotheby's,2021-12-09,13083.0, graciela rodo-boulanger,9.575846294602012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,9.479068956510876,3.9318256327243257,4.154969184038536,1764,74088,3111696
untitled,121.92,36.0,auction 121,1973,49,kiefer,2021-12-16,506.0, david alfaro siqueiros,1.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,6.226536669287466,4.803365091938336,3.58351893845611,2401,117649,5764801
untitled,203.2,60.0,opportunities 1120 | face-to-face,2005,17,"morton auctions, cerro de mayka",2021-12-18,367.0, juan soriano,0.5090858648911084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,5.905361848054571,5.314190715704327,4.0943445622221,289,4913,83521
two seated women,18.0,25.0,"december 19th furniture & decorative arts, fine art, asian art",1973,49,clars auction gallery,2021-12-19,383.0, francisco zuñiga,0.5833523722488767,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,5.948034989180646,2.8903717578961645,3.2188758248682006,2401,117649,5764801
squatting woman,18.5,23.0,"december 19th furniture & decorative arts, fine art, asian art",1968,54,clars auction gallery,2021-12-19,273.0, francisco zuñiga,0.4166666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,5.60947179518496,2.917770732084279,3.1354942159291497,2916,157464,8503056
woman seated on stool,26.0,18.0,"december 19th furniture & decorative arts, fine art, asian art",1974,48,clars auction gallery,2021-12-19,273.0, francisco zuñiga,0.4166666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,5.60947179518496,3.258096538021482,2.8903717578961645,2304,110592,5308416
"without demagogy, paris",165.1,50.0,gilles ouaki - 50 years of collection of contemporary art and design,1970,52,goxe belaïsch,2021-12-19,1519.0, antonio seguí,0.68570138810518,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,7.325807502595773,5.1065513509260825,3.912023005428146,2704,140608,7311616
mujer en pie,101.6,17.0,december auction - session 2,1962,60,alcala auctions,2021-12-23,3481.0, francisco zuñiga,2.7500395007110128,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,12,8.15507488781144,4.6210435351443815,2.833213344056216,3600,216000,12960000
el niño y la vela; silvia,19.25,23.437,prints & multiples,1980,42,bonhams,2022-01-11,2283.0, francisco zuñiga,1.238270868362532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,7.733245646529795,2.9575110607337933,3.1543159701697374,1764,74088,3111696
zapata,20.375,15.25,prints & multiples,1930,92,bonhams,2022-01-11,2686.0, david alfaro siqueiros,2.040025823111685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022,1,7.895808377083183,3.0143086591269266,2.7245795030534206,8464,778688,71639296
mujer con pescados,21.937,5.0,prints & multiples,1980,42,bonhams,2022-01-11,1343.0, francisco zuñiga,1.0200129115558425,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022,1,7.202661196523238,3.0881747089435505,1.6094379124341003,1764,74088,3111696
una carga pesada,96.52,28.0,"graphic work auction | it includes sections ""la sombra de la iguana, francisco toledo"" and ""talleres de la gráfica mexicana""",1945,77,"morton auctions, cerro de mayka",2022-01-20,506.0, diego rivera,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,6.226536669287466,4.569750240756831,3.332204510175204,5929,456533,35153041
tehuana bailando el trompo,96.52,28.0,"graphic work auction | it includes sections ""la sombra de la iguana, francisco toledo"" and ""talleres de la gráfica mexicana""",1936,86,"morton auctions, cerro de mayka",2022-01-20,506.0, diego rivera,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,6.226536669287466,4.569750240756831,3.332204510175204,7396,636056,54700816
untitled,203.2,60.0,"graphic work auction | it includes sections ""la sombra de la iguana, francisco toledo"" and ""talleres de la gráfica mexicana""",2005,17,"morton auctions, cerro de mayka",2022-01-20,506.0, juan soriano,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,6.226536669287466,5.314190715704327,4.0943445622221,289,4913,83521
untitled,203.2,60.0,"graphic work auction | it includes sections ""la sombra de la iguana, francisco toledo"" and ""talleres de la gráfica mexicana""",2005,17,"morton auctions, cerro de mayka",2022-01-20,354.0, juan soriano,0.6999505684626792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,5.869296913133774,5.314190715704327,4.0943445622221,289,4913,83521
main ouverte/mano abierta,55.88,5.0,mo­dern and con­tem­pora­ry art — mo­dern pho­to­gra­phy,2003,19,jeschke van vliet,2022-01-21,671.0, jesus-rafael soto,2.4444444444444446,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,6.508769136971682,4.023206534388761,1.6094379124341003,361,6859,130321
kinematische bilder/ tableaux cinetiques,81.28,23.0,mo­dern and con­tem­pora­ry art — mo­dern pho­to­gra­phy,1963,59,jeschke van vliet,2022-01-21,549.0, jesus-rafael soto,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,1,6.3080984415095305,4.397899983830172,3.1354942159291497,3481,205379,12117361
"""dos mujeres con ninos"" (two women with children)",23.5,35.25,monumental auction event - day 2,1982,40,austin auction gallery ,2022-01-22,395.0, francisco zuñiga,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,5.978885764901122,3.1570004211501135,3.5624655292582776,1600,64000,2560000
"""zapata""",134.62,43.0,auction 416 - session 1 - paintings and decorative arts,1932,90,ansorena,2022-01-25,10371.0, diego rivera,18.88899007376377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,9.246768728589734,4.902455994582567,3.7612001156935624,8100,729000,65610000
20 dibujos,26.0,20.0,twenty twenty two,1974,48,hill auction gallery,2022-01-26,2002.0, francisco zuñiga,0.949985764449084,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,7.601901959875166,3.258096538021482,2.995732273553991,2304,110592,5308416
two studies of women,13.75,9.75,lx: january fine art,1950,72,capsule gallery auction,2022-01-27,330.0, héctor poleo,0.4815057999562267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,5.799092654460526,2.6210388241125804,2.277267285009756,5184,373248,26873856
two studies of women,13.75,9.75,new day rising: american & european art,1950,72,capsule gallery auction,2022-01-27,330.0, héctor poleo,0.4815057999562267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,5.799092654460526,2.6210388241125804,2.277267285009756,5184,373248,26873856
seated women,124.46,63.0,"contemporary art, editions & modern british pictures",1967,55,ewbank's,2022-01-27,28.0, francisco zuñiga,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,1,3.332204510175204,4.823984379141072,4.143134726391533,3025,166375,9150625
boat,8.0,10.5,decorative art auction,1958,64,vogt auction galleries,2022-01-29,1367.0, david alfaro siqueiros,1.298010729715615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,7.220373836723949,2.0794415416798357,2.3513752571634776,4096,262144,16777216
composition with fuchsia,21.5,17.0,decorative art auction,1972,50,vogt auction galleries,2022-01-29,435.0, david alfaro siqueiros,0.4130073581770709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,6.075346031088684,3.068052935133617,2.833213344056216,2500,125000,6250000
women resting,19.0,25.0,decorative art auction,1974,48,vogt auction galleries,2022-01-29,218.0, francisco zuñiga,0.2069980534586716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,5.384495062789089,2.9444389791664403,3.2188758248682006,2304,110592,5308416
"""shore""",21.5,19.25,"modern + contemporary art, design & luxury - winter 2022",2011,11,palm beach modern auctions ,2022-01-29,1896.0, tomás sánchez,1.7999715194379835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,7.547501682814967,3.068052935133617,2.9575110607337933,121,1331,14641
composition in green,21.5,17.0,decorative art auction,1972,50,vogt auction galleries,2022-01-29,75.0, david alfaro siqueiros,0.0709991953424527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,4.31748811353631,3.068052935133617,2.833213344056216,2500,125000,6250000
reclining nude,19.0,25.0,decorative art auction,1974,48,vogt auction galleries,2022-01-29,186.0, francisco zuñiga,0.1769995717752296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,5.225746673713202,2.9444389791664403,3.2188758248682006,2304,110592,5308416
