date, value,returns
09/04/1964,4.22,0.0
10/04/1964,4.22,0.0
13/04/1964,4.23,0.0023696682464455776
14/04/1964,4.24,0.0023640661938533203
15/04/1964,4.23,-0.002358490566037652
16/04/1964,4.23,0.0
17/04/1964,4.24,0.0023640661938533203
20/04/1964,4.24,0.0
21/04/1964,4.23,-0.002358490566037652
22/04/1964,4.23,0.0
23/04/1964,4.23,0.0
24/04/1964,4.23,0.0
27/04/1964,4.23,0.0
28/04/1964,4.23,0.0
29/04/1964,4.22,-0.0023640661938535423
30/04/1964,4.22,0.0
01/05/1964,4.22,0.0
04/05/1964,4.22,0.0
05/05/1964,4.22,0.0
06/05/1964,4.22,0.0
07/05/1964,4.22,0.0
08/05/1964,4.2,-0.004739336492890933
11/05/1964,4.19,-0.0023809523809523725
12/05/1964,4.19,0.0
13/05/1964,4.19,0.0
14/05/1964,4.19,0.0
15/05/1964,4.19,0.0
18/05/1964,4.19,0.0
19/05/1964,4.19,0.0
20/05/1964,4.2,0.0023866348448686736
21/05/1964,4.2,0.0
22/05/1964,4.2,0.0
25/05/1964,4.19,-0.0023809523809523725
26/05/1964,4.19,0.0
27/05/1964,4.2,0.0023866348448686736
28/05/1964,4.19,-0.0023809523809523725
01/06/1964,4.19,0.0
02/06/1964,4.19,0.0
03/06/1964,4.19,0.0
04/06/1964,4.19,0.0
05/06/1964,4.18,-0.0023866348448688957
08/06/1964,4.18,0.0
09/06/1964,4.17,-0.0023923444976076125
10/06/1964,4.17,0.0
11/06/1964,4.18,0.0023980815347721673
12/06/1964,4.18,0.0
15/06/1964,4.18,0.0
16/06/1964,4.18,0.0
17/06/1964,4.18,0.0
18/06/1964,4.17,-0.0023923444976076125
19/06/1964,4.16,-0.0023980815347721673
22/06/1964,4.15,-0.0024038461538461453
23/06/1964,4.15,0.0
24/06/1964,4.15,0.0
25/06/1964,4.15,0.0
26/06/1964,4.15,0.0
29/06/1964,4.15,0.0
30/06/1964,4.15,0.0
01/07/1964,4.15,0.0
02/07/1964,4.15,0.0
06/07/1964,4.16,0.00240963855421672
07/07/1964,4.15,-0.0024038461538461453
08/07/1964,4.15,0.0
09/07/1964,4.18,0.0072289156626503814
10/07/1964,4.19,0.0023923444976077235
13/07/1964,4.19,0.0
14/07/1964,4.19,0.0
15/07/1964,4.19,0.0
16/07/1964,4.19,0.0
17/07/1964,4.2,0.0023866348448686736
20/07/1964,4.21,0.0023809523809523725
21/07/1964,4.2,-0.002375296912113911
22/07/1964,4.21,0.0023809523809523725
23/07/1964,4.2,-0.002375296912113911
24/07/1964,4.2,0.0
27/07/1964,4.2,0.0
28/07/1964,4.2,0.0
29/07/1964,4.2,0.0
30/07/1964,4.19,-0.0023809523809523725
31/07/1964,4.19,0.0
03/08/1964,4.19,0.0
04/08/1964,4.19,0.0
05/08/1964,4.19,0.0
06/08/1964,4.18,-0.0023866348448688957
07/08/1964,4.19,0.0023923444976077235
10/08/1964,4.19,0.0
11/08/1964,4.2,0.0023866348448686736
12/08/1964,4.2,0.0
13/08/1964,4.19,-0.0023809523809523725
14/08/1964,4.19,0.0
17/08/1964,4.19,0.0
18/08/1964,4.19,0.0
19/08/1964,4.19,0.0
20/08/1964,4.19,0.0
21/08/1964,4.19,0.0
24/08/1964,4.19,0.0
25/08/1964,4.2,0.0023866348448686736
26/08/1964,4.2,0.0
27/08/1964,4.2,0.0
28/08/1964,4.21,0.0023809523809523725
31/08/1964,4.21,0.0
01/09/1964,4.21,0.0
02/09/1964,4.22,0.002375296912114022
03/09/1964,4.22,0.0
04/09/1964,4.22,0.0
08/09/1964,4.22,0.0
09/09/1964,4.22,0.0
10/09/1964,4.22,0.0
11/09/1964,4.22,0.0
